"","fishery","species","management","MC","catchShare","illegalFishing","implementYear","npv1","npv2"
"687","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","minRec",1,"no_CS","illegal_fishing",2,1765443797.30505,0
"688","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","econOpt",1,"no_CS","illegal_fishing",2,2370263562.37846,0
"689","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","close",1,"no_CS","illegal_fishing",2,68078025.0679991,0
"690","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","openA",1,"no_CS","illegal_fishing",2,854874450.783079,0
"691","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","SQ",1,"CS","illegal_fishing",2,4692677414.84282,0
"692","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","FMSY",1,"CS","illegal_fishing",2,3668894081.20443,0
"693","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","minRec",1,"CS","illegal_fishing",2,2747693831.85107,0
"694","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","econOpt",1,"CS","illegal_fishing",2,4085143896.41241,0
"695","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","close",1,"CS","illegal_fishing",2,68078025.0679991,0
"696","Pacific bluefin tuna single_stock_inc_sbf_exc_sml","Pacific bluefin tuna","openA",1,"CS","illegal_fishing",2,3093010769.33591,0
"697","Pacific cod hokkaido","Pacific cod","SQ",1,"no_CS","illegal_fishing",2,-50888546.2038754,0
"698","Pacific cod hokkaido","Pacific cod","FMSY",1,"no_CS","illegal_fishing",2,478408007.208492,0
"699","Pacific cod hokkaido","Pacific cod","minRec",1,"no_CS","illegal_fishing",2,658633215.151253,0
"700","Pacific cod hokkaido","Pacific cod","econOpt",1,"no_CS","illegal_fishing",2,632498549.060215,0
"701","Pacific cod hokkaido","Pacific cod","close",1,"no_CS","illegal_fishing",2,-3906370.83904079,0
"702","Pacific cod hokkaido","Pacific cod","openA",1,"no_CS","illegal_fishing",2,-1681135.20590334,0
"703","Pacific cod hokkaido","Pacific cod","SQ",1,"CS","illegal_fishing",2,888205735.677069,0
"704","Pacific cod hokkaido","Pacific cod","FMSY",1,"CS","illegal_fishing",2,1135726368.55612,0
"705","Pacific cod hokkaido","Pacific cod","minRec",1,"CS","illegal_fishing",2,1128083772.11766,0
"706","Pacific cod hokkaido","Pacific cod","econOpt",1,"CS","illegal_fishing",2,1028315937.99104,0
"707","Pacific cod hokkaido","Pacific cod","close",1,"CS","illegal_fishing",2,-3906370.83904079,0
"708","Pacific cod hokkaido","Pacific cod","openA",1,"CS","illegal_fishing",2,408280353.371109,0
"709","Pacific cod sea_of_japan_stock","Pacific cod","SQ",1,"no_CS","illegal_fishing",2,-563904606.94919,0
"710","Pacific cod sea_of_japan_stock","Pacific cod","FMSY",1,"no_CS","illegal_fishing",2,46156983.2518253,0
"711","Pacific cod sea_of_japan_stock","Pacific cod","minRec",1,"no_CS","illegal_fishing",2,86212283.7615056,0
"712","Pacific cod sea_of_japan_stock","Pacific cod","econOpt",1,"no_CS","illegal_fishing",2,81574225.053628,0
"713","Pacific cod sea_of_japan_stock","Pacific cod","close",1,"no_CS","illegal_fishing",2,-9560414.32419039,0
"714","Pacific cod sea_of_japan_stock","Pacific cod","openA",1,"no_CS","illegal_fishing",2,-130558585.268377,0
"715","Pacific cod sea_of_japan_stock","Pacific cod","SQ",1,"CS","illegal_fishing",2,-283326952.954861,0
"716","Pacific cod sea_of_japan_stock","Pacific cod","FMSY",1,"CS","illegal_fishing",2,156418482.652132,0
"717","Pacific cod sea_of_japan_stock","Pacific cod","minRec",1,"CS","illegal_fishing",2,153842923.196008,0
"718","Pacific cod sea_of_japan_stock","Pacific cod","econOpt",1,"CS","illegal_fishing",2,139272746.963516,0
"719","Pacific cod sea_of_japan_stock","Pacific cod","close",1,"CS","illegal_fishing",2,-9560414.32419039,0
"720","Pacific cod sea_of_japan_stock","Pacific cod","openA",1,"CS","illegal_fishing",2,-129449069.254497,0
"721","Pacific herring single_stock","Pacific herring","SQ",1,"no_CS","illegal_fishing",2,650281759.159262,0
"722","Pacific herring single_stock","Pacific herring","FMSY",1,"no_CS","illegal_fishing",2,624548774.435422,0
"723","Pacific herring single_stock","Pacific herring","minRec",1,"no_CS","illegal_fishing",2,742562012.462044,0
"724","Pacific herring single_stock","Pacific herring","econOpt",1,"no_CS","illegal_fishing",2,720701112.984805,0
"725","Pacific herring single_stock","Pacific herring","close",1,"no_CS","illegal_fishing",2,7306913.41680867,0
"726","Pacific herring single_stock","Pacific herring","openA",1,"no_CS","illegal_fishing",2,388476745.400437,0
"727","Pacific herring single_stock","Pacific herring","SQ",1,"CS","illegal_fishing",2,1103519988.0047,0
"728","Pacific herring single_stock","Pacific herring","FMSY",1,"CS","illegal_fishing",2,1291402819.33901,0
"729","Pacific herring single_stock","Pacific herring","minRec",1,"CS","illegal_fishing",2,1264310915.3865,0
"730","Pacific herring single_stock","Pacific herring","econOpt",1,"CS","illegal_fishing",2,1162085612.68367,0
"731","Pacific herring single_stock","Pacific herring","close",1,"CS","illegal_fishing",2,7306913.41680867,0
"732","Pacific herring single_stock","Pacific herring","openA",1,"CS","illegal_fishing",2,1043151897.2957,0
"733","Pacific ocean perch single_stock","Pacific ocean perch","SQ",1,"no_CS","illegal_fishing",2,494953359.539517,0
"734","Pacific ocean perch single_stock","Pacific ocean perch","FMSY",1,"no_CS","illegal_fishing",2,2475126210.03734,0
"735","Pacific ocean perch single_stock","Pacific ocean perch","minRec",1,"no_CS","illegal_fishing",2,2672727561.90259,0
"736","Pacific ocean perch single_stock","Pacific ocean perch","econOpt",1,"no_CS","illegal_fishing",2,2620167917.53627,0
"737","Pacific ocean perch single_stock","Pacific ocean perch","close",1,"no_CS","illegal_fishing",2,6818153.65708491,0
"738","Pacific ocean perch single_stock","Pacific ocean perch","openA",1,"no_CS","illegal_fishing",2,1827783575.61265,0
"739","Pacific ocean perch single_stock","Pacific ocean perch","SQ",1,"CS","illegal_fishing",2,691786914.341889,0
"740","Pacific ocean perch single_stock","Pacific ocean perch","FMSY",1,"CS","illegal_fishing",2,4659763999.94905,0
"741","Pacific ocean perch single_stock","Pacific ocean perch","minRec",1,"CS","illegal_fishing",2,4567888210.62257,0
"742","Pacific ocean perch single_stock","Pacific ocean perch","econOpt",1,"CS","illegal_fishing",2,4221437538.85129,0
"743","Pacific ocean perch single_stock","Pacific ocean perch","close",1,"CS","illegal_fishing",2,6818153.65708491,0
"744","Pacific ocean perch single_stock","Pacific ocean perch","openA",1,"CS","illegal_fishing",2,4346207754.11119,0
"745","Pacific salmons nei single_stock","Pacific salmons nei","SQ",1,"no_CS","illegal_fishing",2,8251039728.97729,0
"746","Pacific salmons nei single_stock","Pacific salmons nei","FMSY",1,"no_CS","illegal_fishing",2,9493782020.31598,0
"747","Pacific salmons nei single_stock","Pacific salmons nei","minRec",1,"no_CS","illegal_fishing",2,9493782020.31598,0
"748","Pacific salmons nei single_stock","Pacific salmons nei","econOpt",1,"no_CS","illegal_fishing",2,9849327648.54894,0
"749","Pacific salmons nei single_stock","Pacific salmons nei","close",1,"no_CS","illegal_fishing",2,265590647.175477,0
"750","Pacific salmons nei single_stock","Pacific salmons nei","openA",1,"no_CS","illegal_fishing",2,3669524075.97976,0
"751","Pacific salmons nei single_stock","Pacific salmons nei","SQ",1,"CS","illegal_fishing",2,12423892057.7523,0
"752","Pacific salmons nei single_stock","Pacific salmons nei","FMSY",1,"CS","illegal_fishing",2,14956100348.5148,0
"753","Pacific salmons nei single_stock","Pacific salmons nei","minRec",1,"CS","illegal_fishing",2,14956100348.5148,0
"754","Pacific salmons nei single_stock","Pacific salmons nei","econOpt",1,"CS","illegal_fishing",2,16195339668.2963,0
"755","Pacific salmons nei single_stock","Pacific salmons nei","close",1,"CS","illegal_fishing",2,265590647.175477,0
"756","Pacific salmons nei single_stock","Pacific salmons nei","openA",1,"CS","illegal_fishing",2,9891556019.03823,0
"757","Pacific saury single_stock","Pacific saury","SQ",1,"no_CS","illegal_fishing",2,2464212365.50142,0
"758","Pacific saury single_stock","Pacific saury","FMSY",1,"no_CS","illegal_fishing",2,2516730871.49667,0
"759","Pacific saury single_stock","Pacific saury","minRec",1,"no_CS","illegal_fishing",2,2095865114.00217,0
"760","Pacific saury single_stock","Pacific saury","econOpt",1,"no_CS","illegal_fishing",2,2723170353.59141,0
"761","Pacific saury single_stock","Pacific saury","close",1,"no_CS","illegal_fishing",2,30091678.1727238,0
"762","Pacific saury single_stock","Pacific saury","openA",1,"no_CS","illegal_fishing",2,1404061333.78195,0
"763","Pacific saury single_stock","Pacific saury","SQ",1,"CS","illegal_fishing",2,5161958095.59885,0
"764","Pacific saury single_stock","Pacific saury","FMSY",1,"CS","illegal_fishing",2,4742315564.62167,0
"765","Pacific saury single_stock","Pacific saury","minRec",1,"CS","illegal_fishing",2,3338332399.49424,0
"766","Pacific saury single_stock","Pacific saury","econOpt",1,"CS","illegal_fishing",2,4707084419.99077,0
"767","Pacific saury single_stock","Pacific saury","close",1,"CS","illegal_fishing",2,30091678.1727238,0
"768","Pacific saury single_stock","Pacific saury","openA",1,"CS","illegal_fishing",2,4440163112.77314,0
"769","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","SQ",1,"no_CS","illegal_fishing",2,773130.363350946,0
"770","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","FMSY",1,"no_CS","illegal_fishing",2,74671813.1966953,0
"771","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","minRec",1,"no_CS","illegal_fishing",2,81302669.8366101,0
"772","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","econOpt",1,"no_CS","illegal_fishing",2,79840864.8876669,0
"773","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","close",1,"no_CS","illegal_fishing",2,2184374.68387539,0
"774","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","openA",1,"no_CS","illegal_fishing",2,-6302634.44884136,0
"775","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","SQ",1,"CS","illegal_fishing",2,102742837.835848,0
"776","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","FMSY",1,"CS","illegal_fishing",2,139603300.746874,0
"777","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","minRec",1,"CS","illegal_fishing",2,137557218.852492,0
"778","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","econOpt",1,"CS","illegal_fishing",2,127231098.16678,0
"779","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","close",1,"CS","illegal_fishing",2,2184374.68387539,0
"780","Pufferfishes nei ise_mikawa_bay_stock","Pufferfishes nei","openA",1,"CS","illegal_fishing",2,27504400.1332026,0
"781","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","SQ",1,"no_CS","illegal_fishing",2,-123563053.076672,0
"782","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","FMSY",1,"no_CS","illegal_fishing",2,248104183.48981,0
"783","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","minRec",1,"no_CS","illegal_fishing",2,275667109.606754,0
"784","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","econOpt",1,"no_CS","illegal_fishing",2,272033736.890378,0
"785","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","close",1,"no_CS","illegal_fishing",2,6563394.95699209,0
"786","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","openA",1,"no_CS","illegal_fishing",2,-49747002.0325729,0
"787","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","SQ",1,"CS","illegal_fishing",2,241922246.01037,0
"788","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","FMSY",1,"CS","illegal_fishing",2,468415855.030871,0
"789","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","minRec",1,"CS","illegal_fishing",2,467349919.548613,0
"790","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","econOpt",1,"CS","illegal_fishing",2,432391172.409583,0
"791","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","close",1,"CS","illegal_fishing",2,6563394.95699209,0
"792","Pufferfishes nei sea_of_japan_east_china_sea_seto_inland_sea_stock","Pufferfishes nei","openA",1,"CS","illegal_fishing",2,40711647.5314715,0
"793","Queen crab okhotsk_stock","Queen crab","SQ",1,"no_CS","illegal_fishing",2,110042718.751649,0
"794","Queen crab okhotsk_stock","Queen crab","FMSY",1,"no_CS","illegal_fishing",2,106610619.076793,0
"795","Queen crab okhotsk_stock","Queen crab","minRec",1,"no_CS","illegal_fishing",2,120517323.595727,0
"796","Queen crab okhotsk_stock","Queen crab","econOpt",1,"no_CS","illegal_fishing",2,117166744.987831,0
"797","Queen crab okhotsk_stock","Queen crab","close",1,"no_CS","illegal_fishing",2,1555512.01822114,0
"798","Queen crab okhotsk_stock","Queen crab","openA",1,"no_CS","illegal_fishing",2,57563237.5111909,0
"799","Queen crab okhotsk_stock","Queen crab","SQ",1,"CS","illegal_fishing",2,189922643.151476,0
"800","Queen crab okhotsk_stock","Queen crab","FMSY",1,"CS","illegal_fishing",2,212743037.94072,0
"801","Queen crab okhotsk_stock","Queen crab","minRec",1,"CS","illegal_fishing",2,204942951.858214,0
"802","Queen crab okhotsk_stock","Queen crab","econOpt",1,"CS","illegal_fishing",2,189180422.771781,0
"803","Queen crab okhotsk_stock","Queen crab","close",1,"CS","illegal_fishing",2,1555512.01822114,0
"804","Queen crab okhotsk_stock","Queen crab","openA",1,"CS","illegal_fishing",2,160650581.751708,0
"805","Queen crab sea_of_japan_stock","Queen crab","SQ",1,"no_CS","illegal_fishing",2,323705842.597548,0
"806","Queen crab sea_of_japan_stock","Queen crab","FMSY",1,"no_CS","illegal_fishing",2,710946306.957373,0
"807","Queen crab sea_of_japan_stock","Queen crab","minRec",1,"no_CS","illegal_fishing",2,803202906.916052,0
"808","Queen crab sea_of_japan_stock","Queen crab","econOpt",1,"no_CS","illegal_fishing",2,781591488.643448,0
"809","Queen crab sea_of_japan_stock","Queen crab","close",1,"no_CS","illegal_fishing",2,13961642.2835849,0
"810","Queen crab sea_of_japan_stock","Queen crab","openA",1,"no_CS","illegal_fishing",2,57791340.9979367,0
"811","Queen crab sea_of_japan_stock","Queen crab","SQ",1,"CS","illegal_fishing",2,1294393463.50245,0
"812","Queen crab sea_of_japan_stock","Queen crab","FMSY",1,"CS","illegal_fishing",2,1408776330.81069,0
"813","Queen crab sea_of_japan_stock","Queen crab","minRec",1,"CS","illegal_fishing",2,1363407988.07174,0
"814","Queen crab sea_of_japan_stock","Queen crab","econOpt",1,"CS","illegal_fishing",2,1258303896.9957,0
"815","Queen crab sea_of_japan_stock","Queen crab","close",1,"CS","illegal_fishing",2,13961642.2835849,0
"816","Queen crab sea_of_japan_stock","Queen crab","openA",1,"CS","illegal_fishing",2,529957027.689695,0
"817","Rays and skates nei single_stock","Rays and skates nei","SQ",1,"no_CS","illegal_fishing",2,163224529.165629,0
"818","Rays and skates nei single_stock","Rays and skates nei","FMSY",1,"no_CS","illegal_fishing",2,163169209.82263,0
"819","Rays and skates nei single_stock","Rays and skates nei","minRec",1,"no_CS","illegal_fishing",2,163169209.82263,0
"820","Rays and skates nei single_stock","Rays and skates nei","econOpt",1,"no_CS","illegal_fishing",2,159867507.730689,0
"821","Rays and skates nei single_stock","Rays and skates nei","close",1,"no_CS","illegal_fishing",2,5728210.13809349,0
"822","Rays and skates nei single_stock","Rays and skates nei","openA",1,"no_CS","illegal_fishing",2,39089699.2156492,0
"823","Rays and skates nei single_stock","Rays and skates nei","SQ",1,"CS","illegal_fishing",2,270211823.862341,0
"824","Rays and skates nei single_stock","Rays and skates nei","FMSY",1,"CS","illegal_fishing",2,268959311.937639,0
"825","Rays and skates nei single_stock","Rays and skates nei","minRec",1,"CS","illegal_fishing",2,268959311.937639,0
"826","Rays and skates nei single_stock","Rays and skates nei","econOpt",1,"CS","illegal_fishing",2,253446664.217408,0
"827","Rays and skates nei single_stock","Rays and skates nei","close",1,"CS","illegal_fishing",2,5728210.13809349,0
"828","Rays and skates nei single_stock","Rays and skates nei","openA",1,"CS","illegal_fishing",2,123883325.49432,0
"829","Red snow crab single_stock","Red snow crab","SQ",1,"no_CS","illegal_fishing",2,632969902.265272,0
"830","Red snow crab single_stock","Red snow crab","FMSY",1,"no_CS","illegal_fishing",2,703089240.207789,0
"831","Red snow crab single_stock","Red snow crab","minRec",1,"no_CS","illegal_fishing",2,703089240.207789,0
"832","Red snow crab single_stock","Red snow crab","econOpt",1,"no_CS","illegal_fishing",2,700141483.362027,0
"833","Red snow crab single_stock","Red snow crab","close",1,"no_CS","illegal_fishing",2,27978384.0994557,0
"834","Red snow crab single_stock","Red snow crab","openA",1,"no_CS","illegal_fishing",2,108785420.896877,0
"835","Red snow crab single_stock","Red snow crab","SQ",1,"CS","illegal_fishing",2,1211320617.17439,0
"836","Red snow crab single_stock","Red snow crab","FMSY",1,"CS","illegal_fishing",2,1184284369.74422,0
"837","Red snow crab single_stock","Red snow crab","minRec",1,"CS","illegal_fishing",2,1184284369.74422,0
"838","Red snow crab single_stock","Red snow crab","econOpt",1,"CS","illegal_fishing",2,1102984902.47241,0
"839","Red snow crab single_stock","Red snow crab","close",1,"CS","illegal_fishing",2,27978384.0994557,0
"840","Red snow crab single_stock","Red snow crab","openA",1,"CS","illegal_fishing",2,431734878.798811,0
"841","Red-eye round herring pacific_stock","Red-eye round herring","SQ",1,"no_CS","illegal_fishing",2,1262677238.23906,0
"842","Red-eye round herring pacific_stock","Red-eye round herring","FMSY",1,"no_CS","illegal_fishing",2,1452779418.17829,0
"843","Red-eye round herring pacific_stock","Red-eye round herring","minRec",1,"no_CS","illegal_fishing",2,1452779418.17829,0
"844","Red-eye round herring pacific_stock","Red-eye round herring","econOpt",1,"no_CS","illegal_fishing",2,1477756316.30689,0
"845","Red-eye round herring pacific_stock","Red-eye round herring","close",1,"no_CS","illegal_fishing",2,48843021.3335752,0
"846","Red-eye round herring pacific_stock","Red-eye round herring","openA",1,"no_CS","illegal_fishing",2,363216422.648863,0
"847","Red-eye round herring pacific_stock","Red-eye round herring","SQ",1,"CS","illegal_fishing",2,1845635915.36648,0
"848","Red-eye round herring pacific_stock","Red-eye round herring","FMSY",1,"CS","illegal_fishing",2,2227212372.2767,0
"849","Red-eye round herring pacific_stock","Red-eye round herring","minRec",1,"CS","illegal_fishing",2,2227212372.2767,0
"850","Red-eye round herring pacific_stock","Red-eye round herring","econOpt",1,"CS","illegal_fishing",2,2319487271.6439,0
"851","Red-eye round herring pacific_stock","Red-eye round herring","close",1,"CS","illegal_fishing",2,48843021.3335752,0
"852","Red-eye round herring pacific_stock","Red-eye round herring","openA",1,"CS","illegal_fishing",2,1006540877.76581,0
"853","Red-eye round herring tsushima_current_stock","Red-eye round herring","SQ",1,"no_CS","illegal_fishing",2,541072219.306837,0
"854","Red-eye round herring tsushima_current_stock","Red-eye round herring","FMSY",1,"no_CS","illegal_fishing",2,617327368.787416,0
"855","Red-eye round herring tsushima_current_stock","Red-eye round herring","minRec",1,"no_CS","illegal_fishing",2,617327368.787416,0
"856","Red-eye round herring tsushima_current_stock","Red-eye round herring","econOpt",1,"no_CS","illegal_fishing",2,606276293.180529,0
"857","Red-eye round herring tsushima_current_stock","Red-eye round herring","close",1,"no_CS","illegal_fishing",2,29686893.166091,0
"858","Red-eye round herring tsushima_current_stock","Red-eye round herring","openA",1,"no_CS","illegal_fishing",2,74835165.8964559,0
"859","Red-eye round herring tsushima_current_stock","Red-eye round herring","SQ",1,"CS","illegal_fishing",2,1049548976.70762,0
"860","Red-eye round herring tsushima_current_stock","Red-eye round herring","FMSY",1,"CS","illegal_fishing",2,1012851471.66875,0
"861","Red-eye round herring tsushima_current_stock","Red-eye round herring","minRec",1,"CS","illegal_fishing",2,1012851471.66875,0
"862","Red-eye round herring tsushima_current_stock","Red-eye round herring","econOpt",1,"CS","illegal_fishing",2,954124746.3877,0
"863","Red-eye round herring tsushima_current_stock","Red-eye round herring","close",1,"CS","illegal_fishing",2,29686893.166091,0
"864","Red-eye round herring tsushima_current_stock","Red-eye round herring","openA",1,"CS","illegal_fishing",2,339153724.132977,0
"865","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","SQ",1,"no_CS","illegal_fishing",2,421501745.993462,0
"866","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","FMSY",1,"no_CS","illegal_fishing",2,671840871.969135,0
"867","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","minRec",1,"no_CS","illegal_fishing",2,910072529.624972,0
"868","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","econOpt",1,"no_CS","illegal_fishing",2,876847923.019951,0
"869","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","close",1,"no_CS","illegal_fishing",2,406410.651248606,0
"870","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","openA",1,"no_CS","illegal_fishing",2,175223650.344655,0
"871","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","SQ",1,"CS","illegal_fishing",2,1472288950.78913,0
"872","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","FMSY",1,"CS","illegal_fishing",2,1546115164.56041,0
"873","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","minRec",1,"CS","illegal_fishing",2,1555245647.14929,0
"874","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","econOpt",1,"CS","illegal_fishing",2,1417866540.40279,0
"875","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","close",1,"CS","illegal_fishing",2,406410.651248606,0
"876","Righteye flounders nei hokkaido_north_stock","Righteye flounders nei","openA",1,"CS","illegal_fishing",2,811830457.079503,0
"877","Righteye flounders nei pacific_north","Righteye flounders nei","SQ",1,"no_CS","illegal_fishing",2,2109986805.32593,0
"878","Righteye flounders nei pacific_north","Righteye flounders nei","FMSY",1,"no_CS","illegal_fishing",2,2034587390.50582,0
"879","Righteye flounders nei pacific_north","Righteye flounders nei","minRec",1,"no_CS","illegal_fishing",2,3097181240.47675,0
"880","Righteye flounders nei pacific_north","Righteye flounders nei","econOpt",1,"no_CS","illegal_fishing",2,2958764718.45768,0
"881","Righteye flounders nei pacific_north","Righteye flounders nei","close",1,"no_CS","illegal_fishing",2,10794690.1494852,0
"882","Righteye flounders nei pacific_north","Righteye flounders nei","openA",1,"no_CS","illegal_fishing",2,2493887562.06023,0
"883","Righteye flounders nei pacific_north","Righteye flounders nei","SQ",1,"CS","illegal_fishing",2,3448362205.62499,0
"884","Righteye flounders nei pacific_north","Righteye flounders nei","FMSY",1,"CS","illegal_fishing",2,5289953674.63438,0
"885","Righteye flounders nei pacific_north","Righteye flounders nei","minRec",1,"CS","illegal_fishing",2,5282473010.13675,0
"886","Righteye flounders nei pacific_north","Righteye flounders nei","econOpt",1,"CS","illegal_fishing",2,4802297742.21972,0
"887","Righteye flounders nei pacific_north","Righteye flounders nei","close",1,"CS","illegal_fishing",2,10794690.1494852,0
"888","Righteye flounders nei pacific_north","Righteye flounders nei","openA",1,"CS","illegal_fishing",2,5952267333.99381,0
"889","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","SQ",1,"no_CS","illegal_fishing",2,1223690019.97702,0
"890","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","FMSY",1,"no_CS","illegal_fishing",2,985526768.831567,0
"891","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","minRec",1,"no_CS","illegal_fishing",2,1902004463.80185,0
"892","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","econOpt",1,"no_CS","illegal_fishing",2,1801253469.07561,0
"893","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","close",1,"no_CS","illegal_fishing",2,-16085619.4724472,0
"894","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","openA",1,"no_CS","illegal_fishing",2,893032880.871237,0
"895","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","SQ",1,"CS","illegal_fishing",2,3196990873.94991,0
"896","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","FMSY",1,"CS","illegal_fishing",2,3177743080.76712,0
"897","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","minRec",1,"CS","illegal_fishing",2,3258134338.79902,0
"898","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","econOpt",1,"CS","illegal_fishing",2,2941584771.52757,0
"899","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","close",1,"CS","illegal_fishing",2,-16085619.4724472,0
"900","Righteye flounders nei sea_of_japan_stock","Righteye flounders nei","openA",1,"CS","illegal_fishing",2,2786265524.78042,0
"901","Rudderfish single_stock","Rudderfish","SQ",1,"no_CS","illegal_fishing",2,87672006.8741577,0
"902","Rudderfish single_stock","Rudderfish","FMSY",1,"no_CS","illegal_fishing",2,219333113.199656,0
"903","Rudderfish single_stock","Rudderfish","minRec",1,"no_CS","illegal_fishing",2,225175108.221516,0
"904","Rudderfish single_stock","Rudderfish","econOpt",1,"no_CS","illegal_fishing",2,222755710.634534,0
"905","Rudderfish single_stock","Rudderfish","close",1,"no_CS","illegal_fishing",2,9514487.22104682,0
"906","Rudderfish single_stock","Rudderfish","openA",1,"no_CS","illegal_fishing",2,-1497306.34541472,0
"907","Rudderfish single_stock","Rudderfish","SQ",1,"CS","illegal_fishing",2,328939045.760189,0
"908","Rudderfish single_stock","Rudderfish","FMSY",1,"CS","illegal_fishing",2,381475153.425619,0
"909","Rudderfish single_stock","Rudderfish","minRec",1,"CS","illegal_fishing",2,378732269.600276,0
"910","Rudderfish single_stock","Rudderfish","econOpt",1,"CS","illegal_fishing",2,351562109.973213,0
"911","Rudderfish single_stock","Rudderfish","close",1,"CS","illegal_fishing",2,9514487.22104682,0
"912","Rudderfish single_stock","Rudderfish","openA",1,"CS","illegal_fishing",2,87009854.1000971,0
"913","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","SQ",1,"no_CS","illegal_fishing",2,105243918.166569,0
"914","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","FMSY",1,"no_CS","illegal_fishing",2,106640775.934834,0
"915","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","minRec",1,"no_CS","illegal_fishing",2,129769960.040203,0
"916","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","econOpt",1,"no_CS","illegal_fishing",2,126666772.539954,0
"917","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","close",1,"no_CS","illegal_fishing",2,1255376.25364643,0
"918","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","openA",1,"no_CS","illegal_fishing",2,39794808.8507908,0
"919","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","SQ",1,"CS","illegal_fishing",2,219755077.15599,0
"920","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","FMSY",1,"CS","illegal_fishing",2,219567896.471899,0
"921","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","minRec",1,"CS","illegal_fishing",2,221127448.546036,0
"922","Sandlances nei ise_mikawa_bay_stock","Sandlances nei","econOpt",1,"CS","illegal_fishing",2,203023134.86083,0
