部門名,米,耕種農業（米を除く）,畜産,農業サービス,林業,漁業,石炭・原油・天然ガス,その他の鉱業,食肉・畜産食料品,水産食料品,精穀・製粉,その他の食料品,飲料,飼料・有機質肥料（別掲を除く。）,たばこ,繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学製品,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・革製品・毛皮,ガラス・ガラス製品,セメント・セメント製品,陶磁器,その他の窯業・土石製品,銑鉄・粗鋼,鋼材,鋳鍛造品（鉄）,その他の鉄鋼製品,非鉄金属,建設用・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信・映像・音響機器,電子計算機・同附属装置,乗用車,自動車部品・同附属品,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,公共事業,その他の土木建設,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務,教育,研究,医療,保健衛生,社会保険・社会福祉,介護,他に分類されない会員制団体,物品賃貸サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明
水道,0.000000,0.000125,0.001080,0.001721,0.000188,0.000120,0.000000,0.001916,0.001786,0.001781,0.000456,0.002205,0.002679,0.000076,0.000000,0.000855,0.000579,0.000484,0.002759,0.001050,0.000531,0.002043,0.000340,0.001034,0.000446,0.000000,0.001560,0.001267,0.000867,0.001232,0.000000,0.001341,0.001101,0.000043,0.000767,0.000517,0.000838,0.000926,0.000426,0.000500,0.001164,0.001243,0.000687,0.000434,0.000364,0.000993,0.000369,0.000209,0.000337,0.000378,0.000674,0.000177,0.000506,0.003039,0.000686,0.001286,0.000433,0.000672,0.000355,0.001651,0.097698,0.009768,0.000594,0.004118,0.001221,0.001940,0.000250,0.000000,0.006228,0.000951,0.010116,0.000523,0.000184,0.000693,0.001705,0.003578,0.000693,0.004405,0.000449,0.000154,0.001395,0.000902,0.003915,0.008712,0.009601,0.003867,0.003618,0.005905,0.007212,0.002204,0.000282,0.000169,0.000848,0.000918,0.011538,0.009218,0.015233,0.005689,0.004901,0.000000,0.001377
廃棄物処理,0.000000,0.000000,0.000617,0.002140,0.000125,0.000000,0.000000,0.001916,0.001439,0.000786,0.000069,0.000667,0.000195,0.000336,0.000000,0.000267,0.000305,0.000161,0.000106,0.000552,0.000590,0.002061,0.000000,0.000041,0.000265,0.000000,0.001560,0.003659,0.000289,0.002464,0.000000,0.000009,0.000052,0.000000,0.000522,0.000099,0.000048,0.000174,0.000004,0.000066,0.000835,0.001089,0.000252,0.000000,0.000091,0.000557,0.000148,0.000261,0.000028,0.000043,0.001059,0.000767,0.000068,0.000000,0.000427,0.000008,0.004674,0.005402,0.009970,0.001651,0.002159,0.000000,0.001088,0.001591,0.003054,0.000066,0.000000,0.000000,0.023014,0.002269,0.000000,0.001657,0.000810,0.003465,0.001603,0.006646,0.001433,0.007635,0.006707,0.000212,0.002729,0.001062,0.025324,0.006008,0.003232,0.003250,0.003531,0.004131,0.004152,0.000041,0.000439,0.000127,0.000759,0.000185,0.046932,0.015818,0.012075,0.012456,0.015397,0.000000,0.014352
卸売,0.028591,0.040299,0.029776,0.040988,0.015710,0.042256,0.000000,0.020180,0.064154,0.070538,0.035823,0.089445,0.031958,0.095458,0.000000,0.057434,0.058008,0.065972,0.045988,0.080709,0.068534,0.033360,0.010327,0.057000,0.054767,0.082990,0.035368,0.031530,0.039818,0.041633,0.000000,0.004997,0.038530,0.075958,0.044771,0.046235,0.039242,0.040352,0.036529,0.041657,0.041313,0.036898,0.047167,0.053978,0.035347,0.049751,0.037822,0.035746,0.016675,0.057652,0.056213,0.018650,0.064737,0.004008,0.056665,0.067304,0.035638,0.035001,0.016718,0.024300,0.014393,0.011215,0.007991,0.006836,0.003476,0.000716,0.000996,0.000266,0.001590,0.008062,0.050136,0.010074,0.007102,0.004158,0.005559,0.004487,0.002543,0.003011,0.002519,0.008896,0.003093,0.034027,0.005579,0.006240,0.017175,0.063112,0.013947,0.018126,0.016927,0.022767,0.006253,0.005551,0.059580,0.006316,0.033369,0.078272,0.019066,0.012632,0.015768,0.148368,0.009296
小売,0.039393,0.043512,0.025738,0.010468,0.006572,0.012054,0.000000,0.005301,0.000649,0.000904,0.000166,0.011445,0.001681,0.000366,0.000000,0.024309,0.001477,0.008703,0.000943,0.001050,0.000797,0.000952,0.000099,0.000675,0.001840,0.004115,0.002601,0.001307,0.005348,0.002591,0.000000,0.000836,0.002778,0.000304,0.001243,0.000975,0.001149,0.002489,0.004702,0.004318,0.001291,0.002480,0.004673,0.000867,0.003371,0.001490,0.002583,0.002922,0.001878,0.000685,0.003946,0.001298,0.012860,0.001746,0.003634,0.004933,0.004139,0.003981,0.000303,0.000413,0.002295,0.004622,0.003353,0.003360,0.001785,0.000626,0.002058,0.000442,0.001203,0.004451,0.059449,0.001657,0.000994,0.003465,0.001910,0.001534,0.003837,0.001972,0.002059,0.005056,0.002244,0.002734,0.004403,0.002703,0.013435,0.002587,0.003618,0.009606,0.007410,0.017230,0.007420,0.001832,0.003333,0.005344,0.018848,0.044882,0.011732,0.009388,0.018452,0.078455,0.000768
金融・保険,0.008445,0.004907,0.004335,0.011026,0.007949,0.009101,0.000000,0.050205,0.003864,0.003727,0.000773,0.005184,0.010335,0.003617,0.000000,0.016723,0.007005,0.015150,0.007074,0.009502,0.009310,0.009100,0.003181,0.003528,0.006034,0.005487,0.008495,0.009957,0.018500,0.009134,0.000000,0.003362,0.007758,0.006554,0.007582,0.014616,0.008188,0.006947,0.007140,0.010019,0.005038,0.006573,0.005727,0.007154,0.005284,0.009059,0.010924,0.008141,0.003737,0.003504,0.013476,0.001889,0.032115,0.002327,0.011908,0.007242,0.017647,0.014592,0.018397,0.005559,0.021638,0.041506,0.019483,0.014438,0.048905,0.087692,0.064948,0.075142,0.046923,0.011815,0.041416,0.035216,0.017295,0.018018,0.004707,0.009413,0.000786,0.008162,0.005395,0.004149,0.004063,0.004101,0.021628,0.011604,0.002090,0.005240,0.029825,0.022217,0.005575,0.023869,0.037320,0.001972,0.007778,0.003910,0.019836,0.005668,0.002592,0.009983,0.004777,0.000000,0.002851
不動産仲介及び賃貸,0.000000,0.000648,0.000000,0.016330,0.000939,0.000682,0.000000,0.006415,0.003355,0.001861,0.001726,0.003330,0.002635,0.000595,0.000000,0.004648,0.001706,0.006339,0.001904,0.001989,0.004884,0.002874,0.000369,0.003445,0.002146,0.002058,0.003294,0.005018,0.003035,0.002804,0.000000,0.001369,0.004089,0.000998,0.001182,0.005174,0.002466,0.003937,0.002575,0.001738,0.001595,0.002329,0.002703,0.002385,0.002277,0.006746,0.002967,0.001931,0.000999,0.000761,0.002888,0.000944,0.001637,0.000129,0.007441,0.002694,0.001767,0.002514,0.004772,0.008715,0.001488,0.002407,0.035941,0.020925,0.016031,0.037966,0.103341,0.007918,0.002031,0.011689,0.016912,0.075556,0.004269,0.096327,0.076603,0.023410,0.014933,0.010306,0.009709,0.036175,0.050458,0.018659,0.001839,0.001189,0.016018,0.020815,0.017149,0.004594,0.010935,0.020026,0.013424,0.000944,0.002981,0.008420,0.011005,0.010364,0.028970,0.008189,0.028139,0.000000,0.033067
住宅賃貸料,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
住宅賃貸料（帰属家賃）,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
鉄道輸送,0.000196,0.000100,0.000116,0.000558,0.000939,0.000962,0.000000,0.002584,0.001234,0.000166,0.001754,0.000605,0.000531,0.000427,0.000000,0.002404,0.000807,0.001665,0.001262,0.002265,0.002744,0.001957,0.000251,0.003059,0.001533,0.002058,0.002601,0.001241,0.003396,0.005098,0.000000,0.000560,0.000996,0.000217,0.001090,0.002786,0.001125,0.001332,0.001904,0.003752,0.002683,0.004426,0.002222,0.002601,0.003371,0.001514,0.009891,0.003601,0.000531,0.000561,0.002118,0.001771,0.001350,0.001746,0.001386,0.001568,0.001299,0.000847,0.000646,0.000583,0.001682,0.011599,0.008201,0.002385,0.010849,0.000680,0.000099,0.000001,0.000601,0.001428,0.000309,0.002224,0.000773,0.006237,0.001842,0.002110,0.002219,0.002335,0.004210,0.000791,0.003336,0.002256,0.007154,0.004655,0.009334,0.001617,0.002566,0.001099,0.000761,0.005358,0.000776,0.000493,0.000705,0.001600,0.001363,0.002283,0.002061,0.002175,0.002760,0.000630,0.015400
道路輸送（自家輸送を除く。）,0.008235,0.009788,0.043128,0.007956,0.032547,0.009689,0.000000,0.009934,0.013863,0.018121,0.032177,0.018759,0.009033,0.026020,0.000000,0.008602,0.020681,0.020092,0.014838,0.024970,0.013840,0.013212,0.004452,0.009592,0.008543,0.010974,0.015603,0.041944,0.019222,0.023068,0.000000,0.002250,0.029985,0.021051,0.013414,0.012616,0.010152,0.009610,0.007840,0.008913,0.009923,0.009549,0.010446,0.009538,0.007015,0.012813,0.007381,0.011324,0.011845,0.008378,0.012802,0.003010,0.015661,0.385182,0.020194,0.020234,0.018840,0.022543,0.013044,0.024979,0.007488,0.022212,0.005047,0.003944,0.007832,0.000747,0.000661,0.000046,0.000855,0.003544,0.003383,0.002704,0.004269,0.002079,0.002149,0.003984,0.075127,0.005007,0.003796,0.006021,0.007156,0.014439,0.006247,0.003108,0.008747,0.008102,0.003311,0.004906,0.003461,0.011804,0.002660,0.003085,0.008456,0.003196,0.006036,0.014002,0.003035,0.003597,0.019831,0.040035,0.040109
自家輸送,0.035156,0.047123,0.010496,0.014981,0.025537,0.023627,0.000000,0.245991,0.006244,0.009042,0.004792,0.006256,0.005335,0.002808,0.000000,0.006358,0.013554,0.007521,0.004003,0.003259,0.008454,0.002208,0.000358,0.001240,0.001254,0.010288,0.006241,0.035985,0.003686,0.006118,0.000000,0.003702,0.004980,0.003776,0.003346,0.008576,0.007757,0.006021,0.004114,0.005306,0.004126,0.000940,0.002405,0.001951,0.001913,0.003645,0.000089,0.003549,0.000955,0.001021,0.001059,0.000649,0.035811,0.011443,0.016725,0.018935,0.020725,0.013316,0.003397,0.003957,0.006273,0.021547,0.036354,0.030039,0.007783,0.004892,0.002714,0.000691,0.002259,0.001811,0.000000,0.004187,0.001288,0.002772,0.002115,0.003432,0.007490,0.006487,0.006212,0.013122,0.001819,0.011188,0.011318,0.008553,0.005527,0.003656,0.002807,0.005872,0.006382,0.011418,0.010460,0.010327,0.004119,0.006421,0.028499,0.001519,0.012917,0.024437,0.024114,0.000000,0.011733
水運,0.002174,0.002242,0.005055,0.000558,0.000501,0.001844,0.000000,0.000356,0.000400,0.000631,0.003204,0.000743,0.000564,0.004166,0.000000,0.000267,0.002269,0.001128,0.002458,0.001602,0.000782,0.002147,0.005848,0.000455,0.000892,0.000686,0.001734,0.009094,0.001951,0.004801,0.000000,0.000377,0.006762,0.005556,0.002809,0.002259,0.001580,0.001100,0.000795,0.000487,0.000557,0.000642,0.000871,0.000650,0.000273,0.000957,0.000487,0.000417,0.002611,0.001267,0.001733,0.000354,0.000743,0.106801,0.000911,0.000736,0.001766,0.002323,0.006147,0.005243,0.000360,0.000512,0.000178,0.000167,0.000200,0.000059,0.000019,0.000010,0.000067,0.002853,0.006085,0.285870,0.002098,0.000000,0.000102,0.000130,0.001618,0.000055,0.000115,0.000334,0.000061,0.000504,0.000182,0.000187,0.000427,0.000196,0.000241,0.000192,0.000192,0.000331,0.000088,0.000056,0.000945,0.000147,0.000217,0.000481,0.000222,0.000232,0.000295,0.002637,0.000768
航空輸送,0.000000,0.000000,0.000000,0.001396,0.000188,0.000307,0.000000,0.001247,0.000303,0.000048,0.000014,0.000138,0.000130,0.000153,0.000000,0.002671,0.000381,0.001128,0.000354,0.000608,0.001549,0.001152,0.000108,0.000689,0.001185,0.001372,0.000867,0.000562,0.000650,0.000595,0.000000,0.000239,0.000472,0.000087,0.000276,0.000816,0.000742,0.001274,0.001561,0.000974,0.000481,0.000824,0.000985,0.000867,0.001366,0.000630,0.001388,0.000887,0.000230,0.000455,0.000096,0.000295,0.000759,0.000000,0.000096,0.000422,0.000173,0.000202,0.000232,0.000170,0.000729,0.003585,0.005863,0.001298,0.001074,0.000242,0.000099,0.000000,0.000040,0.000463,0.000000,0.000414,0.004453,0.002079,0.000307,0.000389,0.023255,0.001472,0.003635,0.004451,0.001941,0.014665,0.000986,0.002880,0.004800,0.000732,0.000110,0.000146,0.000290,0.003870,0.001625,0.002663,0.000364,0.002817,0.000751,0.000380,0.001152,0.001998,0.001361,0.000079,0.005763
貨物利用運送,0.000758,0.000847,0.003074,0.000512,0.000250,0.000949,0.000000,0.000312,0.000963,0.002428,0.003687,0.001507,0.000651,0.001953,0.000000,0.000588,0.001371,0.001343,0.001232,0.001933,0.001461,0.001238,0.000824,0.000634,0.000585,0.000686,0.001214,0.003815,0.001445,0.001784,0.000000,0.000129,0.002202,0.001476,0.000936,0.000806,0.000670,0.000579,0.000422,0.000553,0.000532,0.000546,0.000596,0.000650,0.000547,0.000872,0.000531,0.000574,0.001038,0.000621,0.000770,0.000236,0.001046,0.001422,0.001172,0.001149,0.001077,0.001391,0.001182,0.002015,0.000233,0.000205,0.000110,0.000168,0.000107,0.000039,0.000024,0.000005,0.003141,0.001207,0.000715,0.000305,0.000846,0.004851,0.000102,0.000122,0.010310,0.000059,0.000092,0.000315,0.000061,0.001048,0.000119,0.000142,0.000357,0.000644,0.000241,0.000311,0.000261,0.000427,0.000099,0.000789,0.000631,0.000142,0.000464,0.001091,0.000210,0.000177,0.000266,0.003228,0.000158
倉庫,0.001122,0.002242,0.005415,0.001070,0.000626,0.002192,0.000000,0.000401,0.002760,0.005903,0.010910,0.003348,0.001768,0.021503,0.000000,0.001656,0.002117,0.001988,0.003661,0.003591,0.002287,0.001810,0.007055,0.001929,0.001435,0.004801,0.004161,0.004155,0.004625,0.003823,0.000000,0.000395,0.004036,0.002821,0.005111,0.001811,0.001939,0.001332,0.000985,0.001303,0.001291,0.001295,0.001970,0.001301,0.001184,0.002991,0.001240,0.001409,0.001407,0.001165,0.001636,0.000295,0.002110,0.024631,0.001316,0.001348,0.001453,0.001704,0.010222,0.019517,0.000447,0.000384,0.000236,0.000372,0.000246,0.000121,0.000042,0.000005,0.000160,0.000281,0.000909,0.000262,0.000957,0.000000,0.000171,0.000292,0.000139,0.000227,0.000644,0.000817,0.000243,0.001924,0.004892,0.000330,0.000742,0.000630,0.000548,0.000609,0.000447,0.000744,0.000165,0.000352,0.000859,0.000214,0.000761,0.002064,0.000310,0.000297,0.000390,0.004133,0.000231
運輸附帯サービス,0.000000,0.000025,0.000000,0.000047,0.000000,0.002018,0.000000,0.000089,0.001006,0.000401,0.000055,0.000360,0.000781,0.000900,0.000000,0.000214,0.000594,0.000806,0.002977,0.000110,0.001697,0.001264,0.000004,0.001957,0.000502,0.000686,0.009709,0.000013,0.004553,0.000425,0.000000,0.001387,0.000367,0.000391,0.001090,0.000070,0.000790,0.000405,0.000344,0.000935,0.000481,0.001268,0.002749,0.000217,0.000820,0.001841,0.000280,0.001826,0.000099,0.000885,0.000289,0.000059,0.001502,0.000388,0.000000,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000,0.000000,0.008450,0.000599,0.000005,0.000000,0.000000,0.000000,0.039519,0.029956,0.122746,0.042128,0.265244,0.040887,0.010334,0.019604,0.000000,0.000000,0.000000,0.000000,0.000000,0.002110,0.000243,0.000000,0.000024,0.000000,0.000000,0.000000,0.000000,0.000000,0.004738,0.000000,0.000000,0.000000,0.068378,0.003297,0.000000,0.003421,0.000000,0.000000,0.019774
郵便・信書便,0.000056,0.000125,0.000154,0.000372,0.000125,0.000241,0.000000,0.000401,0.000076,0.000128,0.000014,0.000116,0.000098,0.000031,0.000000,0.000160,0.000076,0.000161,0.000136,0.000221,0.000236,0.000208,0.000027,0.000179,0.000098,0.000000,0.000347,0.000118,0.000145,0.000212,0.000000,0.000064,0.000052,0.000043,0.000061,0.000149,0.000144,0.000116,0.000137,0.000105,0.000051,0.000066,0.000137,0.000000,0.000273,0.000097,0.000148,0.000052,0.000016,0.000047,0.000000,0.000118,0.000169,0.000776,0.000244,0.000843,0.000483,0.000483,0.000827,0.002403,0.001118,0.000691,0.001111,0.001480,0.007210,0.000379,0.000760,0.000000,0.000762,0.000123,0.000000,0.001417,0.000552,0.001386,0.000989,0.001404,0.017522,0.007408,0.001956,0.000939,0.001880,0.002535,0.004325,0.000938,0.005003,0.000318,0.004167,0.004846,0.001214,0.004986,0.000457,0.000197,0.000809,0.001007,0.001195,0.001027,0.001130,0.000697,0.002408,0.000000,0.000609
通信,0.000070,0.000274,0.000219,0.002187,0.000501,0.002740,0.000000,0.001426,0.000390,0.001048,0.000138,0.000676,0.000282,0.000214,0.000000,0.001069,0.000472,0.000967,0.000478,0.000994,0.001505,0.002684,0.000114,0.000620,0.000850,0.001372,0.000867,0.000640,0.001156,0.000892,0.000000,0.000175,0.000262,0.000304,0.000353,0.000547,0.000694,0.001274,0.000861,0.000579,0.000329,0.000485,0.000779,0.000867,0.001640,0.000569,0.001151,0.000365,0.000162,0.000332,0.000578,0.000649,0.000996,0.000259,0.000516,0.014484,0.004373,0.004186,0.000303,0.000753,0.001789,0.003316,0.013263,0.011412,0.012383,0.004333,0.004494,0.000000,0.003101,0.002353,0.000000,0.010292,0.002134,0.002772,0.001330,0.001996,0.003144,0.176901,0.045854,0.003776,0.033356,0.014678,0.007758,0.000546,0.012981,0.001697,0.003947,0.009924,0.002032,0.013732,0.001039,0.006157,0.002397,0.003290,0.005700,0.006195,0.006115,0.002249,0.003359,0.000000,0.049393
放送,0.000042,0.000125,0.000039,0.000093,0.000000,0.000000,0.000000,0.000045,0.000022,0.000011,0.000000,0.000018,0.000011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000030,0.000000,0.000021,0.000000,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,0.000030,0.000000,0.000000,0.000017,0.000013,0.000000,0.000006,0.000023,0.000000,0.000000,0.000024,0.000000,0.000000,0.000012,0.000000,0.000000,0.000000,0.000000,0.000065,0.000088,0.000084,0.000060,0.000088,0.000000,0.000000,0.000010,0.000205,0.000122,0.000515,0.000309,0.000133,0.000085,0.000000,0.000174,0.000023,0.000000,0.000087,0.000037,0.000000,0.000000,0.000487,0.000092,0.000066,0.049202,0.000019,0.184790,0.001274,0.000007,0.000094,0.000048,0.000094,0.000154,0.000179,0.000192,0.000413,0.000143,0.303114,0.000132,0.000074,0.001422,0.006037,0.007500,0.001571,0.000095,0.000000,0.000609
情報サービス,0.000701,0.002690,0.002765,0.004513,0.000063,0.001403,0.000000,0.000535,0.002110,0.001604,0.000594,0.002530,0.004706,0.002564,0.000000,0.002030,0.001965,0.004459,0.004286,0.003149,0.003689,0.005048,0.000369,0.003707,0.005964,0.000686,0.003988,0.002535,0.008600,0.005055,0.000000,0.000882,0.004351,0.003559,0.002978,0.003442,0.003711,0.002779,0.010087,0.001870,0.005569,0.008670,0.010996,0.002818,0.017400,0.005680,0.012061,0.028127,0.001759,0.001756,0.002214,0.001712,0.005249,0.000065,0.001796,0.001974,0.002846,0.004497,0.010280,0.008278,0.033338,0.003982,0.013846,0.020911,0.038140,0.003645,0.002611,0.000000,0.000949,0.003776,0.000000,0.003947,0.005888,0.004158,0.009413,0.021008,0.003190,0.027396,0.007639,0.026392,0.068652,0.026118,0.016365,0.002515,0.028969,0.005889,0.020482,0.011705,0.000981,0.034819,0.010460,0.007664,0.001986,0.015134,0.013454,0.001838,0.000244,0.006386,0.007375,0.000000,0.004069
インターネット附随サービス,0.000014,0.000025,0.000051,0.000372,0.000000,0.000107,0.000000,0.000267,0.000660,0.000096,0.000055,0.000369,0.000206,0.000183,0.000000,0.000053,0.000107,0.000054,0.002706,0.000497,0.000103,0.000935,0.000091,0.000372,0.000265,0.000000,0.000173,0.000157,0.000072,0.000552,0.000000,0.000569,0.000367,0.000087,0.000414,0.000169,0.001341,0.000174,0.000124,0.000579,0.000911,0.000626,0.000412,0.000000,0.002095,0.000073,0.006289,0.000157,0.000273,0.000204,0.001636,0.000118,0.000236,0.000065,0.000116,0.000338,0.000020,0.000018,0.000013,0.000049,0.000233,0.000282,0.002597,0.007444,0.003249,0.000180,0.001166,0.000000,0.000936,0.001037,0.000000,0.000611,0.000294,0.001386,0.000784,0.001031,0.001572,0.017312,0.011216,0.011250,0.115895,0.006901,0.000611,0.000099,0.001096,0.000043,0.000241,0.000867,0.000046,0.000647,0.000695,0.043759,0.002246,0.008540,0.000435,0.000224,0.000487,0.001469,0.000647,0.000000,0.015022
映像・音声・文字情報制作,0.000519,0.000349,0.000296,0.002978,0.000939,0.001149,0.000000,0.001604,0.000931,0.001625,0.000124,0.001832,0.000933,0.000824,0.000000,0.002832,0.001142,0.002525,0.000436,0.001436,0.002036,0.001221,0.000157,0.000717,0.001533,0.002058,0.000520,0.000536,0.002385,0.001954,0.000000,0.000184,0.000577,0.000304,0.000936,0.001084,0.001556,0.000868,0.001101,0.001224,0.001342,0.001943,0.001649,0.001301,0.001458,0.001187,0.001934,0.002244,0.000345,0.000383,0.002118,0.002892,0.002076,0.001293,0.001927,0.001757,0.001865,0.001676,0.000303,0.000243,0.001624,0.001869,0.002313,0.002897,0.003669,0.001173,0.000746,0.000000,0.001965,0.002795,0.000000,0.000959,0.001730,0.003465,0.003035,0.002118,0.007721,0.009931,0.227269,0.010054,0.006914,0.059933,0.006097,0.003703,0.013120,0.002437,0.000943,0.008937,0.002212,0.023800,0.001998,0.185094,0.000507,0.005230,0.004426,0.002145,0.006038,0.020570,0.004101,0.000000,0.006457
公務,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.246598
教育,0.000000,0.000000,0.000000,0.000326,0.000125,0.000000,0.000000,0.000045,0.000141,0.000471,0.000110,0.000458,0.000022,0.000229,0.000000,0.000000,0.000076,0.000161,0.000277,0.000055,0.000015,0.000346,0.000006,0.000138,0.000014,0.000000,0.000347,0.000144,0.001445,0.000127,0.000000,0.000028,0.000577,0.000000,0.000015,0.000408,0.000239,0.000695,0.000286,0.000250,0.000835,0.001598,0.001145,0.001951,0.000820,0.001126,0.002111,0.000313,0.000115,0.000349,0.000385,0.000000,0.000084,0.000000,0.000209,0.000026,0.000104,0.000168,0.000529,0.000437,0.000117,0.000141,0.000169,0.000254,0.000209,0.000004,0.000000,0.000000,0.006709,0.000270,0.000343,0.000109,0.000074,0.000693,0.000307,0.000446,0.000231,0.005440,0.000713,0.004052,0.006914,0.001261,0.000148,0.000000,0.000000,0.000106,0.000000,0.000119,0.000023,0.000000,0.000402,0.001043,0.000000,0.000555,0.000227,0.000426,0.000975,0.000204,0.000457,0.000000,0.000158
研究,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
