部門名,耕種農業,畜産,農業サービス,林業,水産業,金属鉱物,石炭・石油・ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,めん・パン・菓子類,その他の食料品,飲料・たばこ,飼料・有機質肥料（別掲を除く。）,繊維工業製品,衣服・その他の繊維製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,有機化学工業製品,合成樹脂・化学繊維,医薬品,化学最終製品（医薬品を除く。）,石油・石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器・その他の窯業・土石製品,銑鉄・粗鋼,鉄屑,鋼材,鋳鍛造品・その他の鉄鋼製品,非鉄金属精錬・精製,非鉄金属屑,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機械,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,土木,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃借,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,公務,教育,研究,医療・保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃借サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,内生部門計,家計外消費支出（列）,民間消費支出,一般政府消費支出,県内総固定資本形成（公的）,県内総固定資本形成（民間）,在庫純増,調整項,県内最終需要計,県内需要合計,移輸出,最終需要計,需要合計,（控除）移輸入,最終需要部門計,県内生産額,移入率,自給率,民間消費支出構成比,一般政府消費支出構成比
産業用電気機械,0,"13,870",0,0,"17,293",0,0,943,0,0,0,0,0,0,0,0,0,"1,273","1,155",0,0,0,0,0,0,0,0,0,0,136,0,0,0,787,0,0,0,0,0,0,0,33,"28,068","7,799","1,902,732","2,634,875","819,124",0,"181,107","5,696,689","73,195","200,867","18,583","433,879","114,174","16,132,249","223,966","21,595","136,328",0,"570,160","213,794","1,801,668",0,0,0,0,47,0,0,0,0,0,894,42,971,0,0,0,139,0,0,137,0,0,37,0,0,0,0,0,0,0,0,"2,065,931",17,0,0,0,0,"1,128",0,"15,747","33,331,432",229,"88,705",0,"1,254,419","23,401,687","398,652","43,146","25,186,838","58,518,270","29,524,940","54,711,778","88,043,210","-56,794,460","-2,082,682","31,248,750",0.970542 ,0.029458 ,0.000035 ,0.000000 
民生用電気機器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"304,340",0,8,0,0,0,"9,041","5,951",101,0,"1,116,442",0,0,0,0,0,0,0,0,0,0,0,0,0,"7,892",0,0,0,0,0,44,0,0,0,"12,101","356,929",0,0,0,0,0,0,"8,390",0,"790,283","5,736",0,0,0,"10,106",466,0,0,"2,628,038","431,518","21,900,855",0,"80,845","2,070,927","17,375","1,569","24,503,089","27,131,127","2,694,290","27,197,379","29,825,417","-26,996,987","200,392","2,828,430",0.995056 ,0.004944 ,0.008612 ,0.000000 
電子応用装置・電気計測器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,644","440,005","178,803",73,0,"113,300",0,"448,276",0,"15,828",406,"7,129","81,423",387,0,0,"32,624","4,038","90,034",0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,153,"26,148",0,0,"42,165",0,0,0,0,0,"283,287","2,457",0,0,0,0,0,0,0,"1,909,238",34,540,0,"2,341,656","6,913,532","-17,403",0,"9,238,359","11,147,597","8,784,589","18,022,948","19,932,186","-10,865,516","7,157,432","9,066,670",0.974696 ,0.025304 ,0.000000 ,0.000000 
その他の電気機械,350,"10,728",92,0,"21,095",0,0,"2,404",0,0,0,0,0,0,0,0,0,115,"2,983",0,0,541,0,6,0,0,208,0,0,745,0,0,0,0,"3,153",0,0,0,0,0,0,0,90,"22,308","47,119","260,856","229,712","2,320,153","1,647,150","242,064","33,771","25,948","137,452","577,168","14,732","9,316,527","20,538","15,471","328,095",0,"1,313,311","275,904","913,843",189,0,"4,085",0,"73,239","69,387",681,"3,345","2,407",0,"2,631","4,112","18,680","2,488",158,124,206,"15,082",0,0,"19,115","14,111","82,279","149,569","9,431","20,274",316,806,0,"2,704",0,"638,556","16,159","7,301","6,785","1,206","23,465","5,778",0,"64,344","19,043,645","54,017","7,970,234",0,"1,561,631","2,522,995","-32,619","4,862","12,081,120","31,124,765","4,135,521","16,216,641","35,260,286","-29,140,236","-12,923,595","6,120,050",0.936240 ,0.063760 ,0.003134 ,0.000000 
通信機械・同関連機器,215,0,265,"3,320",929,0,0,238,"1,020",894,73,217,542,459,0,10,52,740,49,332,223,490,103,3,3,1,"3,543",15,138,71,235,337,46,118,320,0,0,17,21,4,0,18,"3,390","1,224","13,851","22,997","6,490","7,382","5,129","1,755",5,482,283,"218,405",773,"10,233,343","138,722","6,228",986,830,"374,121","39,143","1,944,455",489,267,315,974,"89,452","93,899","31,428","10,602","11,704",0,"1,274","28,026",0,618,174,"1,723",131,"1,860",0,626,"1,746","40,580","111,057","6,271","19,484","10,372","4,813",253,"3,750","7,909","1,218","168,445","104,146",734,"30,139",642,"9,559","1,428",0,0,"13,831,163","258,363","26,644,113",0,"6,015,638","9,500,330","64,366",0,"42,482,810","56,313,973","35,315,186","77,797,996","91,629,159","-49,383,799","28,414,197","42,245,360",0.876937 ,0.123063 ,0.010477 ,0.000000 
電子計算機・同附属装置,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,177",0,0,0,0,0,0,0,"3,487","409,243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,100","2,263",0,0,0,0,0,0,0,0,0,0,"139,183",0,0,0,0,0,0,0,0,"565,453",0,"5,682,171",0,"4,830,397","7,532,670","-212,130","94,455","17,927,563","18,493,016","6,871,580","24,799,143","25,364,596","-18,300,976","6,498,167","7,063,620",0.989616 ,0.010384 ,0.002234 ,0.000000 
自動車,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,759",0,0,0,0,0,0,0,0,0,"336,335,680",0,"224,096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,"16,287",0,0,0,0,0,0,0,0,0,"16,253",0,0,0,0,0,0,0,0,"15,118,713",0,0,0,0,0,0,0,0,"351,726,412",0,"63,619,206",0,"1,381,062","32,561,881","860,922","4,664,700","103,087,771","454,814,183","551,609,137","654,696,908","1,006,423,320","-368,335,560","286,361,348","638,087,760",0.809859 ,0.190141 ,0.025016 ,0.000000 
船舶・同修理,0,0,0,0,"1,278,516",0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,269,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156,211",0,0,0,"4,611",0,0,0,0,"164,359","12,830","1,152",0,0,0,0,450,0,0,108,0,0,0,486,0,0,0,"3,888,560",0,"87,366",0,"523,872","1,319,986","54,513","216,732","2,202,469","6,091,029","12,796,792","14,999,261","18,887,821","-4,956,011","10,043,250","13,931,810",0.813657 ,0.186343 ,0.000034 ,0.000000 
その他の輸送機械・同修理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"460,821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,171,598",0,0,0,"590,118",0,0,"5,349",0,0,0,0,"829,869",0,0,0,0,0,0,124,0,"604,623","1,502",0,0,0,110,"28,816",0,0,"3,692,930",0,"876,222",0,"1,337,268","5,219,933","38,186",0,"7,471,609","11,164,539","932,463","8,404,072","12,097,002","-9,932,252","-1,528,180","2,164,750",0.889625 ,0.110375 ,0.000345 ,0.000000 
その他の製造工業製品,"12,230","3,900","2,108","50,300","199,949",0,0,"31,805","9,790","5,694",81,"15,898","18,736","16,422",8,409,"119,604","109,650","51,314","10,729","5,953","2,006",146,47,4,345,"2,672","2,159","3,316","8,378","2,274","269,749","41,392","35,079","7,057",0,0,"57,410","81,692",10,0,"12,722","1,832","9,361","6,232","215,043","125,211","19,830","170,063","32,478",712,"16,087","1,495","36,982","7,065","444,736","10,865","1,127","4,645,908",320,"381,421","486,438","1,976,193",599,14,"15,943","160,611","87,934","137,723","57,020","2,257","2,031",0,551,"33,490","1,086","3,842",125,80,404,"12,287",216,"136,818","65,201","488,749","787,276","776,484","812,646","112,218","248,352","222,605","260,881","648,768","7,682","132,063","1,249,659","112,288","280,626","183,515","426,450","490,336","1,846,948","22,252","19,608,467","1,795,005","14,373,571",219,"2,908,030","5,912,722","-311,075","103,087","24,781,559","44,390,026","35,021,641","59,803,200","79,411,667","-41,462,693","18,340,507","37,948,974",0.934054 ,0.065946 ,0.005652 ,0.000000 
再生資源回収・加工処理,"102,750","202,789",332,"61,779",217,0,0,0,0,0,0,0,0,"62,108","116,282",591,0,"1,980,290",0,"780,244",0,0,"474,383","1,919",0,0,91,43,5,"1,079,884",376,0,"97,098","1,022,078","69,567",0,0,"913,659","1,028,995","284,745",0,"66,048",0,"1,654",0,0,0,"46,873",0,0,0,0,0,0,0,"223,451",0,0,342,0,0,0,"16,430","220,371","308,470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,918",0,0,0,0,0,"9,209,782",0,"989,254",0,0,0,0,0,"989,254","10,199,036",0,"989,254","10,199,036",0,"989,254","10,199,036",0.000000 ,1.000000 ,0.000389 ,0.000000 
建築,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,030,269","297,913,731",0,0,"322,944,000","322,944,000",0,"322,944,000","322,944,000",0,"322,944,000","322,944,000",0.000000 ,1.000000 ,0.000000 ,0.000000 
建設補修,"826,542","573,270","111,341","257,581","49,387",0,0,"207,772","182,264","33,615","32,648","46,616","102,007","23,604","1,491","7,373","29,921","170,829","26,209","547,847","330,540","131,955","52,635","9,021","1,159","3,662","119,748","30,597","98,272","281,114","38,838","15,511","78,401","1,011,584","132,618",0,0,"322,109","287,789","25,711",0,"65,631","257,679","483,782","372,939","656,399","202,834","228,334","1,709,340","184,258","8,621","39,682","56,440","179,914","19,811","570,198","47,848","7,726","142,521","10,639","500,247","286,029","971,744","1,509,077","537,991","2,325,319","661,965","1,739,453","3,582,769","1,942,788","1,258,916","4,391,423","24,681,780","606,265","434,998","1,710,803","57,030",755,"63,857","238,012","2,912,024","60,606","1,301,977","242,346","436,110","17,837,940","3,955,469","966,845","2,282,183","667,466","548,981","223,001","389,891","3,325","199,677","947,059","303,084","483,212","286,381","666,550","427,111",0,0,"94,088,636",0,0,0,0,0,0,0,0,"94,088,636",0,0,"94,088,636",0,0,"94,088,636",0.000000 ,1.000000 ,0.000000 ,0.000000 
土木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"590,934,069","165,323,733",0,0,"756,257,802","756,257,802",0,"756,257,802","756,257,802",0,"756,257,802","756,257,802",0.000000 ,1.000000 ,0.000000 ,0.000000 
電力,"682,284","1,537,735","743,180","294,542","110,044",0,0,"360,270","607,078","510,327","179,744","409,240","1,280,461","117,567","33,782","20,715","102,661","1,143,537","53,674","3,501,875","561,153","468,645","341,999","280,697","2,914","3,601","211,123","54,791","185,445","631,143","124,862","53,176","155,925","5,438,947","284,368",0,0,"997,550","1,986,122","187,747",0,"226,423","279,403","1,329,653","947,725","1,470,462","689,928","2,095,966","3,673,965","275,115","23,873","40,479","78,607","238,348","45,594","4,233,397","208,918","23,092","308,839","357,166","1,192,042","196,354","2,727,328","8,131,042","384,149","1,609,514","5,077,930","981,474","13,148,763","1,052,085","1,503,398","722,533",0,"647,702","792,405","103,774","9,822","13,861","21,768","428,949","785,544","128,675","1,363,505","146,631","323,286","4,474,500","6,015,429","576,825","2,937,326","1,368,629","964,309","144,646","434,809","19,858","374,524","1,593,532","1,816,602","2,138,170","1,082,746","2,108,625","1,345,773",0,"553,112","109,647,826","38,705","56,056,082",0,0,0,0,0,"56,094,787","165,742,613","1,585","56,096,372","165,744,198","-75,444,031","-19,347,659","90,300,167",0.455188 ,0.544812 ,0.022042 ,0.000000 
ガス・熱供給,32,0,"3,804",0,138,0,0,517,"41,625","12,382","1,377","73,096","140,113","11,825","4,900","4,310","6,052","4,455","2,109","56,209","36,845","13,077","58,135","2,188",113,63,"45,599","4,461","1,182","105,784","10,060","2,760","6,477","14,091","16,098",0,0,"69,954","134,876",703,0,"15,877","30,691","112,684","74,357","104,927","67,266","176,505","183,518","26,449",257,"3,043","11,850","17,022","3,502","691,492","8,824","3,350","42,165","13,688","119,352","47,593","220,014","1,374,620","211,248","19,928","160,008","126,625","1,620,959","170,829","87,983","17,733",0,"7,936","59,156","7,807","4,721","1,721","2,502",709,"32,473","9,672","92,176","20,044","28,992","1,110,576","404,563","85,556","409,327","207,474","210,099","40,202","5,005","2,598","131,547","186,730","605,189","914,812","139,510","64,119","118,340",0,"8,694","11,562,019","11,133","1,996,762",0,0,0,0,0,"2,007,895","13,569,914",754,"2,008,649","13,570,668",0,"2,008,649","13,570,668",0.000000 ,1.000000 ,0.000785 ,0.000000 
水道,"15,919","339,253","51,996","27,125","5,374",0,0,"69,676","186,777","149,536","24,917","74,678","237,301","38,872",765,"2,438","5,582","49,725","4,155","260,551","63,935","26,324","59,678","3,648",756,934,"149,529","8,148","6,721","76,783","8,376","19,487","18,635","175,401","9,295",0,0,"118,649","18,861","5,943",0,"15,645","25,446","70,444","94,827","117,729","38,720","111,008","258,285","19,897","2,534","3,830","12,333","22,710","3,696","274,526","16,721","1,728","38,286","46,946","276,714","127,801","558,298","37,493","88,916","2,703,789","1,183,129","345,118","2,098,418","466,148","171,916","43,294",0,"97,219","241,686","948,307","8,443","1,046","7,022","16,067","421,207","15,717","515,171","12,922","71,286","2,432,094","2,797,396","575,369","2,020,482","546,008","850,442","144,462","40,986",977,"106,973","276,448","819,782","1,626,630","813,325","422,039","286,296",0,"184,960","27,892,850","23,869","19,205,793","826,783",0,0,0,0,"20,056,445","47,949,295",961,"20,057,406","47,950,256",0,"20,057,406","47,950,256",0.000000 ,1.000000 ,0.007552 ,0.000714 
廃棄物処理,0,"73,000","23,349",0,172,0,0,"12,399","63,181",971,217,"50,079","16,363","1,446","5,063",24,821,"17,729",899,"21,928","16,751","13,792","26,319","6,290",9,25,"81,395","1,607",78,"1,116",586,810,"10,181","100,774","40,781",0,0,383,646,0,0,356,"2,056","2,960","15,356","2,167","4,249","34,215","50,948","5,118",10,642,"8,097","1,956","1,140","14,281","10,255","9,890",993,0,"69,352",429,"2,317,376","77,082","8,778","38,518",0,"248,740","504,467","526,919","4,968",0,0,"214,870","228,057",0,"10,242","2,085","14,810","7,621","354,883","17,222","463,891","166,645","43,053","14,887,574","899,476","157,897","949,170","212,767","258,647","1,258","24,485",367,"56,168","33,518","1,845,245","1,445,766","362,831","470,260","515,348",0,"188,326","28,382,984",0,"14,019,073","16,879,835",0,0,0,0,"30,898,908","59,281,892",0,"30,898,908","59,281,892",0,"30,898,908","59,281,892",0.000000 ,1.000000 ,0.005513 ,0.014586 
卸売,"3,357,929","3,008,826","557,955","980,765","1,087,023",0,0,"389,329","4,347,691","6,311,557","2,372,222","2,705,677","6,331,636","346,519","223,184","68,689","507,341","5,480,388","483,818","3,076,005","4,979,733","2,785,901","298,364","14,831","9,309","15,761","1,671,019","347,945","449,362","2,557,403","514,315","804,486","407,746","2,310,309","362,116",0,0,"560,117","1,529,052","34,647",0,"670,108","2,271,816","3,666,740","4,775,320","7,287,245","4,013,326","3,185,652","6,259,128","2,160,904","221,707","390,181","386,575","2,335,519","273,926","21,966,810","1,190,250","126,186","2,229,109","46,601","18,738,614","6,990,911","35,525,088","199,389","179,415","651,633","1,281,948","6,420,452","3,612,431","1,348,335","86,893","221,040","186,136","36,213","1,127,615","2,924,626","110,424","20,444","32,160","62,597","598,126","59,020","442,196","81,860","2,068,728","3,732,209","1,511,388","1,869,755","24,772,772","1,952,847","1,589,251","1,393,573","629,672","29,889","5,900,855","1,934,063","2,874,512","10,211,252","907,835","986,527","986,480","2,972,255","750,795","272,758,297","4,032,404","69,499,006","52,157","4,859,632","28,752,269","141,563",0,"107,337,031","380,095,328","117,436,006","224,773,037","497,531,334","-264,100,104","-39,327,067","233,431,230",0.694826 ,0.305174 ,0.027328 ,0.000045 
小売,"2,736,217","1,892,286","163,687","520,124","268,709",0,0,"193,831","71,537","66,934","18,263","71,374","371,819","19,288","4,084","2,106","105,376","177,759","40,883","52,829","68,454","45,329","21,072","1,650",531,562,"57,660","4,997","12,971","23,378","23,766","213,208","24,028","167,084","22,294",0,0,"34,031","52,731","3,206",0,"15,147","46,697","108,887","206,219","596,808","291,919","113,559","364,282","86,267","5,686","19,161","16,601","133,631","27,169","1,260,244","64,603","5,135","1,420,886","25,764","1,161,315","422,655","3,784,918","26,415","8,788","81,618","551,813","1,302,695","1,950,236","633,218","107,967","276,150","154,270","28,690","998,094","5,236,010","21,463","5,600","26,486","17,934","106,151","100,413","221,793","62,484","488,152","3,566,729","1,336,323","1,074,041","1,194,267","895,508","620,930","909,409","579,092","9,179","340,516","1,325,900","1,477,551","5,587,736","577,567","637,878","831,740","751,800","35,116","51,889,333","10,043,342","268,701,651","57,999","1,636,773","11,041,048",0,0,"291,480,813","343,370,146","142,573,152","434,053,965","485,943,298","-74,939,707","359,114,258","411,003,591",0.218248 ,0.781752 ,0.105658 ,0.000050 
金融・保険,"832,991","586,786","165,212","1,066,332","299,434",0,0,"782,405","368,991","167,275","54,939","194,411","439,438","74,423","15,348","14,695","117,840","752,519","86,032","363,437","430,804","322,087","88,271","11,192",467,"1,760","268,084","28,712","25,036","103,705","36,373","58,194","86,003","728,946","129,310",0,0,"141,747","187,604","15,683",0,"63,303","424,832","565,355","605,728","1,240,265","729,749","536,235","952,382","182,091","20,116","68,880","89,474","340,034","70,244","3,345,545","178,305","26,487","650,686","32,178","3,915,602","736,423","16,514,297","1,209,999","93,427","143,753","669,203","5,623,462","6,386,025","12,912,779","4,884,831","9,591,211","36,937,378","904,387","2,364,543","2,963,379","235,335","48,092","153,150","48,375","867,418","35,215","1,029,874","116,209","462,601","22,746,282","278,828","573,095","3,028,021","458,424","834,037","3,760,793","5,625,014","21,235","880,618","1,118,340","1,289,984","908,195","150,499","819,566","362,390",0,"290,306","171,160,970","1,551","158,523,805",0,0,0,0,0,"158,525,356","329,686,326","2,036,056","160,561,412","331,722,382","-73,212,994","87,348,418","258,509,388",0.222069 ,0.777931 ,0.062334 ,0.000000 
不動産仲介及び賃借,"30,849",0,"119,976","40,688","15,721",0,0,"54,656","349,705","49,698","18,086","93,885","103,116","15,651","1,253","1,910","29,175","83,881","18,096","75,502","80,903","109,770","6,916","2,569",260,448,"97,262","4,513","11,480","73,850","15,782","12,374","10,628","170,351","11,532",0,0,"37,209","49,673",676,0,"9,034","153,274","108,851","219,658","345,490","120,978","80,236","156,053","61,515","8,546","15,267","21,720","86,334","11,801","473,436","42,319","3,086","60,092","1,204","1,262,254","173,293","895,639","299,929","100,617","32,430","180,757","5,331,176","4,782,998","2,627,941","1,211,977","5,507,845","385,717","22,641","1,105,997","741,916","235,279","13,865","328,812","331,647","1,074,581","181,996","769,802","130,453","2,115,962","391,995","239,902","1,298,218","6,419,210","242,165","514,241","598,654","658,546","12,801","222,231","1,426,020","480,561","999,595","825,910","339,898","1,042,691",0,"1,240,308","50,575,408",0,"3,266,970",0,0,0,0,0,"3,266,970","53,842,378",0,"3,266,970","53,842,378","-3,893,012","-626,042","49,949,366",0.072304 ,0.927696 ,0.001285 ,0.000000 
住宅賃貸料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,180,091","3,106,484",0,0,0,0,"122,286,575","122,286,575","54,797","122,341,372","122,341,372",0,"122,341,372","122,341,372",0.000000 ,1.000000 ,0.046864 ,0.002684 
住宅賃貸料（帰属家賃）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"504,738,234","349,592",0,0,0,0,"505,087,826","505,087,826",0,"505,087,826","505,087,826",0,"505,087,826","505,087,826",0.000000 ,1.000000 ,0.198471 ,0.000302 
鉄道輸送,"16,693","18,053","2,971","18,395","15,952",0,0,"24,183","36,359","2,370","95,032","29,166","24,289","4,987","1,036","1,677","8,669","30,823","3,244","27,810","64,215","62,867","3,302",425,94,376,"65,729","3,838","4,520","40,869","7,735","1,719","6,279","50,557","38,224",0,0,"8,549","9,437",885,0,"5,277","61,663","22,125","89,828","166,609","130,456","72,541","195,617","23,826","2,685","23,543","3,172","164,038","11,070","165,888","5,881","1,647","18,942","18,064","156,242","63,042","461,336","8,474","3,310","20,295","347,050","777,580","369,946","1,140,576","7,506","7,844",460,"15,259","216,483","25,487","6,478","2,285","36,935","4,402","22,172","24,581","99,735","41,513","56,185","1,266,431","510,665","150,053","362,042","36,920","49,347","101,491","71,205","11,328","39,654","127,899","32,126","132,249","29,122","47,172","56,638","8,120","88,898","8,950,737","168,294","16,895,818",266,"1,071","4,155",387,0,"17,069,991","26,020,728","4,739,680","21,809,671","30,760,408","-12,569,963","9,239,708","18,190,445",0.483075 ,0.516925 ,0.006644 ,0.000000 
道路輸送（自家輸送を除く。）,"715,203","4,931,307","109,458","865,864","193,389",0,0,"161,113","797,967","656,370","2,275,944","669,565","985,672","75,925","77,093","6,941","50,113","1,112,611","90,472","560,044","843,733","390,438","83,209","2,997","1,236","3,490","317,939","59,140","408,338","292,730","66,450","126,897","98,149","1,688,168","225,099",0,0,"93,385","642,162","11,125",0,"91,158","422,677","593,590","779,255","1,205,825","633,452","586,905","1,214,660","289,488","27,265","57,711","48,289","321,173","65,360","7,411,258","175,294","20,525","373,461","3,776,826","4,325,192","1,454,012","12,683,535","108,140","184,616","175,631","1,735,796","1,194,101","1,331,820","2,121,943","36,590","79,617","19,222","13,913","446,631","270,962","25,068","12,725","13,627","15,961","201,097","1,052,647","506,986","96,951","579,193","3,994,979","737,072","573,653","2,880,842","351,625","248,375","518,600","233,697","10,285","790,535","632,521","399,422","1,621,753","114,034","204,664","799,568","453,261","1,990,475","83,025,245","2,702,224","25,921,336","30,910","573,328","4,424,386","37,309",0,"33,689,493","116,714,738","57,869,640","91,559,133","174,584,378","-38,014,121","53,545,012","136,570,257",0.325701 ,0.674299 ,0.010193 ,0.000027 
自家輸送,"3,558,972","1,373,875","188,860","2,521,058","545,418",0,0,"3,615,247","414,606","451,952","178,724","300,735","347,989","52,157","12,081","9,970","36,150","1,056,882","29,636","136,237","154,427","224,225","22,248","2,958",281,"1,448","78,984",698,"2,226","40,680","9,775","113,000","40,140","1,584,893","37,316",0,0,"136,816","83,813","4,222",0,"39,466","303,766","427,847","404,567","658,141","510,286","288,674","87,377","82,875","9,811","30,615","23,829","4,239","24,048","699,344","11,306","1,015","491,579","101,285","4,482,639","1,544,200","12,228,830","179,067","46,971","169,291","1,522,882","9,340,858","11,466,682","1,661,139","214,396","451,736","312,040","37,596","219,150",0,"36,370","5,650","15,451","16,272","235,824","131,199","650,687","165,138","1,114,399","4,671,271","1,959,038","437,354","1,708,129","476,428","641,164","458,919","866,431","42,582","370,679","1,376,227","1,271,872","207,702","441,967","1,363,895","1,083,219",0,"566,513","85,760,626",0,0,0,0,0,0,0,0,"85,760,626",0,0,"85,760,626",0,0,"85,760,626",0.000000 ,1.000000 ,0.000000 ,0.000000 
水運,"158,372","483,668","9,058","25,578","42,046",0,0,"16,194","49,972","20,389","111,283","15,476","47,459","3,634","10,669",613,"2,282","148,222","5,379","61,697","45,869","19,635","13,701",558,156,465,"22,437","5,736","20,067","11,460","4,331","5,819","9,551","381,865","49,011",0,0,"17,311","112,104","17,106",0,"4,932","60,287","82,846","85,110","126,870","34,578","34,174","74,741","23,380","2,087","3,187","3,760","19,247","2,784","969,730","19,674","2,599","17,040","704,134","181,214","50,266","905,612","55,387","32,947","14,230","43,889","64,315","86,616","82,034","5,206","14,408","7,363","1,815","317,287","342,032","606,994","5,965",860,946,"9,384","30,284","13,192","3,095","35,567","96,937","64,299","24,029","75,836","16,029","19,337","19,843","13,272","2,525","76,178","44,479","25,017","50,892","10,729","26,972","23,550","22,500","34,263","7,777,928","20,927","1,237,914",92,"21,506","237,584","8,072",0,"1,526,095","9,304,023","4,554,006","6,080,101","13,858,029","-7,862,283","-1,782,182","5,995,746",0.845041 ,0.154959 ,0.000487 ,0.000000 
