部門名,米,耕種農業（米を除く）,畜産,農業サービス,林業,漁業,金属鉱物,石炭・原油・天然ガス,非金属鉱物,食肉・畜産食料品,水産食料品,精穀・製粉,その他の食料品,飲料,飼料・有機質肥料（別掲を除く。）,たばこ,繊維工業製品,衣服・その他の繊維既製品,木材・木製品,家具・装備品,パルプ・紙・板紙・加工紙,紙加工品,印刷・製版・製本,化学肥料,無機化学工業製品,石油化学基礎製品,有機化学工業製品（石油化学基礎製品を除く。）,合成樹脂・化学繊維,化学最終製品,石油製品,石炭製品,プラスチック製品,ゴム製品,なめし革・毛皮・同製品,ガラス・ガラス製品,セメント・セメント製品,陶磁器,その他の窯業・土石製品,銑鉄・粗鋼,鋼材,鋳鍛造品,その他の鉄鋼製品,非鉄金属製錬・精製,非鉄金属加工製品,建設・建築用金属製品,その他の金属製品,はん用機械,生産用機械,業務用機械,電子デバイス,その他の電子部品,産業用電気機器,民生用電気機器,電子応用装置・電気計測器,その他の電気機械,通信機械・同関連機器,電子計算機・同附属装置,自動車（二輪自動車を含む）,自動車部品・同附属品,船舶・同修理,その他の輸送機械・同修理,その他の製造工業製品,再生資源回収・加工処理,建築,建設補修,公共事業,その他の土木建設,電力,ガス・熱供給,水道,廃棄物処理,卸売,小売,金融・保険,不動産仲介及び賃貸,住宅賃貸料,住宅賃貸料（帰属家賃）,鉄道輸送,道路輸送（自家輸送を除く。）,自家輸送,水運,航空輸送,貨物利用運送,倉庫,運輸附帯サービス,郵便・信書便,通信,放送,情報サービス,インターネット附随サービス,映像・音声・文字情報制作,公務,教育,研究,医療,保健衛生,社会保険・社会福祉,介護,その他の非営利団体サービス,物品賃貸サービス,広告,自動車整備・機械修理,その他の対事業所サービス,宿泊業,飲食サービス,洗濯・理容・美容・浴場業,娯楽サービス,その他の対個人サービス,事務用品,分類不明,行和,感応度係数
再生資源回収・加工処理,0.000483163,0.00055229,0.000760235,9.29294E-05,0.000562148,5.30846E-05,0,0,4.09347E-05,0.000254202,5.50955E-05,0.000201621,9.38198E-05,0.006246071,0.000940593,0,0.000194616,5.46958E-05,0.00530043,0.00025866,0.009351486,0.000673878,0.000276635,0.016443978,0.002292933,1.45234E-05,8.60762E-05,0.00010832,9.14452E-05,4.50753E-05,7.68505E-05,0.009214664,0.000335972,9.26404E-05,0.004950187,0.001950043,0.014582394,0.003384495,0.049952334,0.005688611,0.01562566,0.000890823,0.046435403,0.011489359,0.000313714,0.000272101,0.000175452,0.000118661,0.000132538,0.000598663,0.000166604,0.000163697,0.000132813,5.51775E-05,0.000454266,0.000115408,8.13831E-05,9.64955E-05,0.000471509,0.000141199,4.37066E-05,0.000197502,1.000069168,0.000146395,0.000113092,0.000133247,0.000144847,0.003391457,0.009209523,0.000114876,9.38665E-05,2.13303E-05,0.000100777,2.27249E-05,6.32279E-05,2.19927E-05,8.2696E-06,6.70546E-05,2.06935E-05,2.78647E-05,2.49003E-05,2.29767E-05,3.32628E-05,0.000108111,4.521E-05,2.04864E-05,3.93783E-05,4.95256E-05,3.31697E-05,3.99536E-05,0.00021728,3.68461E-05,5.38562E-05,7.53112E-05,3.07109E-05,4.07026E-05,7.56685E-05,5.81909E-05,3.25779E-05,1.8971E-05,5.03408E-05,3.60498E-05,3.38645E-05,0.000191901,0.000309977,7.16715E-05,6.7668E-05,8.91017E-05,0.00031094,6.50333E-05,1.229983312,0.912498169
建築,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
建設補修,0.009858078,0.014859766,0.008375998,0.008709352,0.00563656,0.004271587,0,0,0.021149074,0.007859372,0.004595605,0.005920603,0.004532802,0.00384133,0.004114413,0,0.017731149,0.007786599,0.005081388,0.008073237,0.021508746,0.011590448,0.00692311,0.010231583,0.018884041,0.005828852,0.006894216,0.012282567,0.008336365,0.000889335,0.012947276,0.010751064,0.006114495,0.004729454,0.010951786,0.01687882,0.013407125,0.020331389,0.035010921,0.009088354,0.018668956,0.006939402,0.019708338,0.009172283,0.019933706,0.01087392,0.008183831,0.006147863,0.005658701,0.006730113,0.013661986,0.007301339,0.005021779,0.005510662,0.007071885,0.00618982,0.005069084,0.002308277,0.003394456,0.005269545,0.007057199,0.008030264,0.005575041,0.004906118,1.006340887,0.005295512,0.004130284,0.044925432,0.062375931,0.08069397,0.011105458,0.010005761,0.013098545,0.009566742,0.02646811,0.035833382,0.054731423,0.039261024,0.004720282,0.026392942,0.014655637,0.009677736,0.015888384,0.035516393,0.044209214,0.004722723,0.015072337,0.02093784,0.004879209,0.02441081,0.008589549,0.023405166,0.018202192,0.012878467,0.007726976,0.007009662,0.011318227,0.008712816,0.007749525,0.006778559,0.008263263,0.003574444,0.006263499,0.011482926,0.007672759,0.010576368,0.013069818,0.01288965,0.004434068,0.009585659,2.409460991,1.787527296
公共事業,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
その他の土木建設,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
電力,0.005379034,0.005614683,0.007664915,0.017334987,0.003731346,0.002653722,0,0,0.00915823,0.007427512,0.006819899,0.00435578,0.007673898,0.004220095,0.005402224,0,0.021361982,0.009017303,0.010193754,0.006376959,0.035063978,0.006588178,0.007960476,0.019131365,0.074291709,0.00232856,0.011351204,0.005233472,0.006417938,0.001883245,0.009696797,0.009264109,0.009287222,0.004233437,0.016590539,0.021618355,0.017725325,0.021834554,0.044442082,0.008753149,0.038919363,0.005050299,0.055548999,0.010407961,0.006620658,0.010081957,0.005992101,0.005547809,0.006691696,0.014330684,0.010942585,0.003818957,0.004247412,0.002932184,0.007539561,0.003793005,0.003389563,0.002974563,0.005517405,0.004974847,0.002965512,0.004493552,0.014990529,0.003220835,0.002550405,0.003619984,0.004094007,1.045031411,0.005250191,0.020937425,0.02076276,0.002932642,0.015540934,0.00297429,0.013279526,0.004045102,0.000365857,0.017506963,0.003195198,0.003464778,0.002588053,0.003454219,0.003948824,0.026455818,0.006789071,0.003636767,0.007123373,0.004998823,0.002812318,0.00616168,0.003869784,0.005163564,0.009235528,0.00593074,0.004002288,0.00545455,0.010010068,0.005948722,0.002730191,0.003257582,0.004287347,0.002328119,0.003963348,0.015731275,0.008770641,0.010560044,0.014720833,0.01447935,0.003018182,0.007643393,2.077700026,1.541400971
ガス・熱供給,0.000364681,0.000377633,0.000232687,0.000688171,0.000142439,0.000181367,0,0,0.000437103,0.000575588,0.000493552,0.000232692,0.003014696,0.001689064,0.000755792,0,0.010233144,0.000886512,0.000190633,0.000587582,0.000631114,0.00032945,0.000545447,0.00750345,0.001566475,8.90886E-05,0.000604644,0.000273901,0.001663457,2.49738E-05,0.000236061,0.002524287,0.003913573,0.000227672,0.003791189,0.000628994,0.012725526,0.001996671,0.00156292,0.00203853,0.0076879,0.000375312,0.000444876,0.001614016,0.001347491,0.002361846,0.001150813,0.000806501,0.001110322,0.003156445,0.001984137,0.001037132,0.000357048,0.000661886,0.002320714,0.000671982,0.000772118,0.001160255,0.002414934,0.001016599,0.000538679,0.000669394,0.001667279,0.000666551,0.000781076,0.000593978,0.00054686,0.000619826,1.003481408,0.00105354,0.002000204,0.00056322,0.004384215,0.000434121,0.001537855,0.000263026,7.58758E-05,0.000384602,0.000517047,0.000839324,0.000958651,0.000536925,0.000629205,0.000442169,0.000838955,0.000566804,0.000877054,0.000695765,0.000365283,0.001109714,0.000633172,0.001341595,0.001681845,0.003533282,0.001110702,0.001096119,0.003026181,0.002490122,0.000960548,0.000361926,0.000464537,0.001385177,0.000899116,0.009066916,0.006866055,0.003076796,0.000787266,0.003047611,0.000420692,0.000611589,1.167912941,0.866449496
水道,0.001536921,0.002144466,0.003956635,0.003947877,0.00110805,0.001213122,0,0,0.007989347,0.004798914,0.003825809,0.001477315,0.004284078,0.003873911,0.001049296,0,0.008084942,0.001507398,0.001897201,0.001440092,0.004487649,0.00178924,0.001388131,0.004808402,0.004402374,0.001159606,0.00283016,0.001665328,0.004433764,0.000301849,0.001554922,0.002046536,0.001317801,0.000794023,0.002488554,0.003960453,0.001682548,0.002257929,0.000822149,0.001703299,0.001634237,0.000733074,0.002696293,0.001358642,0.001385268,0.001491683,0.001876006,0.001664867,0.001713765,0.002262961,0.002311024,0.001457906,0.001888896,0.00134294,0.001826195,0.001393215,0.001290113,0.001037965,0.00105521,0.00170621,0.001004902,0.002138305,0.003779019,0.001885107,0.002485429,0.001970499,0.001906186,0.001288515,0.002506367,1.099239568,0.012621552,0.002510884,0.006560349,0.002567954,0.004004022,0.001160498,0.000323341,0.007012985,0.002227709,0.013724962,0.002898223,0.002080042,0.002567671,0.00334497,0.007800161,0.001313858,0.007144584,0.002060365,0.001447192,0.004213792,0.00222536,0.004974964,0.011185996,0.010398307,0.005573702,0.005728273,0.008408896,0.010813511,0.003611938,0.001301317,0.00148045,0.001550974,0.001875734,0.015862272,0.01292842,0.017814166,0.007408343,0.007110162,0.001194893,0.006126319,1.475519568,1.094656238
廃棄物処理,0.000778546,0.000727696,0.001382907,0.002770882,0.000386552,0.00050771,0,0,0.002406738,0.003115961,0.000743936,0.00060946,0.001318021,0.000669835,0.000784982,0,0.000745224,0.00078877,0.001127736,0.000833667,0.000941792,0.000939895,0.001129899,0.00651748,0.00845565,0.0033584,0.001101234,0.000512875,0.003422976,9.10562E-05,0.00067453,0.00054264,0.000992859,0.000577267,0.00267141,0.005308744,0.001251499,0.006785961,0.000904013,0.000251146,0.001089977,0.000467768,0.001095671,0.001171782,0.000594876,0.000481452,0.000883792,0.000603649,0.000665773,0.00152442,0.001770773,0.00064302,0.000563081,0.000668851,0.000703712,0.000702577,0.000985463,0.000380505,0.000461468,0.001044943,0.003965994,0.000683067,0.001406411,0.000982192,0.000766221,0.004888641,0.005871988,0.014306763,0.002226761,0.003297097,1.000708592,0.001915089,0.002739507,0.003975282,0.000837096,0.000625005,0.000289492,0.021291074,0.002877408,0.001487563,0.004094497,0.002986537,0.004957903,0.002668758,0.009304145,0.001876639,0.009492868,0.009864562,0.00068082,0.004554341,0.001591032,0.029790529,0.006435188,0.003556113,0.004219981,0.005596342,0.006070702,0.005726999,0.000775755,0.001114008,0.003079745,0.001287642,0.000634673,0.051782808,0.017591305,0.012769117,0.013316713,0.016653072,0.000727401,0.011285187,1.402260133,1.040306639
卸売,0.02892448,0.046298779,0.034910652,0.034623582,0.016908566,0.041350219,0,0,0.036398472,0.082085695,0.120155096,0.054858819,0.084529139,0.032513029,0.072222216,0,0.063809283,0.087496533,0.080425431,0.087531277,0.0614466,0.091638756,0.080785149,0.038432475,0.041304476,0.014612362,0.034225478,0.043645768,0.05746239,0.005411274,0.0453926,0.069807144,0.096404678,0.090045297,0.044541919,0.05284258,0.044772013,0.051317961,0.027187525,0.011520914,0.06263505,0.123969796,0.025180247,0.064316801,0.075181342,0.061526973,0.054383938,0.046016074,0.051115533,0.047375856,0.046181401,0.057815801,0.064196527,0.035661693,0.066302406,0.049658261,0.039876979,0.027329349,0.054962641,0.064004514,0.025484277,0.080899837,0.010219577,0.061707538,0.074275152,0.050109083,0.044343534,0.021904869,0.021802647,0.027630627,0.016070111,1.024831431,0.013812584,0.009340466,0.006572789,0.006306099,0.004999697,0.007732381,0.010706522,0.047124986,0.022527904,0.010214033,0.010376349,0.014385195,0.01273543,0.005556466,0.009924683,0.01507497,0.015041215,0.012353114,0.060081366,0.012852985,0.008533126,0.024070587,0.055636112,0.022985762,0.027472993,0.021052115,0.029084934,0.014091838,0.018535683,0.051955801,0.011164942,0.048498701,0.068133801,0.023494322,0.019636038,0.022544493,0.207021736,0.020243218,5.586683927,4.14464067
小売,0.024332074,0.029884767,0.016497436,0.009864974,0.008689844,0.011747143,0,0,0.025638567,0.00768492,0.004418464,0.010969305,0.012086948,0.003109433,0.005618483,0,0.004022992,0.019625252,0.004987454,0.009586766,0.002788419,0.002736177,0.003199953,0.004142732,0.004362737,0.001241758,0.001054273,0.003113355,0.004129037,0.000218507,0.003564592,0.002016938,0.004310081,0.015176948,0.005258101,0.008586694,0.006638946,0.005584507,0.001645734,0.00151191,0.004254987,0.002258087,0.003301531,0.002678113,0.003629822,0.003371493,0.004008228,0.005773133,0.005516759,0.003630039,0.004061153,0.004212421,0.003427397,0.003694504,0.003336424,0.004601365,0.005490606,0.003130894,0.002070468,0.002901058,0.00265321,0.015566935,0.00525119,0.006860242,0.007127938,0.008679669,0.006141781,0.002273913,0.002179777,0.004583083,0.007057755,0.00797374,1.007892274,0.004244591,0.00360068,0.003324711,0.001025672,0.002870695,0.006357374,0.0616984,0.005308699,0.003217861,0.005768157,0.004270694,0.003805077,0.005956156,0.004345951,0.005278932,0.00771276,0.005873826,0.005700621,0.006813717,0.005167411,0.013442847,0.004182674,0.007015121,0.012395488,0.008760515,0.017549967,0.007863107,0.005311085,0.00430281,0.006814891,0.025508912,0.036877614,0.013788272,0.011846699,0.018025798,0.054602338,0.004418831,1.854685167,1.375951043
金融・保険,0.011779275,0.010775131,0.009776531,0.014717763,0.009042735,0.01268421,0,0,0.04749406,0.011084476,0.009190965,0.007757854,0.009260717,0.011933021,0.007641791,0,0.02357006,0.020230362,0.013049628,0.018823248,0.010359748,0.011723597,0.012310034,0.012384506,0.012537107,0.005608699,0.00611593,0.006339477,0.013984531,0.002874417,0.008232563,0.005730631,0.008391076,0.00774852,0.012659476,0.019288897,0.018437573,0.015299637,0.006343617,0.004307162,0.011754358,0.009980995,0.01022162,0.008718775,0.016973653,0.012059728,0.009815232,0.009043414,0.013162087,0.009768799,0.008162166,0.00740019,0.008748831,0.007429506,0.010271244,0.008888855,0.010310742,0.006173334,0.005836708,0.017161058,0.004505717,0.028709658,0.012672311,0.016499989,0.011823002,0.025606765,0.021753999,0.023244431,0.008623427,0.008494441,0.011101179,0.022793699,0.018418757,1.050867513,0.07686747,0.062585764,0.06345488,0.043349081,0.015207527,0.040672478,0.038534348,0.017567508,0.031206183,0.0158244,0.015869458,0.004515003,0.013588523,0.010130796,0.010222343,0.020947274,0.009581131,0.036119205,0.003047673,0.00895633,0.009964537,0.026243379,0.008837745,0.010991606,0.05477781,0.052059833,0.009300264,0.00970116,0.007529222,0.022729657,0.010066208,0.007901037,0.01456022,0.011985567,0.007601461,0.019480667,2.738462948,2.031606773
不動産仲介及び賃貸,0.006957313,0.008426316,0.006561523,0.027080864,0.004314934,0.006292183,0,0,0.016946909,0.012813256,0.010841536,0.007698725,0.011269042,0.006963364,0.00827505,0,0.007728649,0.012137281,0.008858717,0.013766067,0.007937769,0.008319944,0.01213175,0.006494608,0.009997235,0.004255392,0.00473458,0.00619753,0.013085327,0.001496415,0.007716666,0.009815314,0.008912346,0.009467969,0.009344418,0.01565489,0.009702417,0.009458422,0.004874215,0.00323843,0.011381992,0.009012897,0.005884091,0.007054565,0.011383081,0.008466918,0.010134755,0.00891055,0.01018817,0.007713838,0.008330875,0.008057983,0.011972325,0.007695172,0.015881905,0.009815769,0.008789799,0.005127901,0.005549164,0.00595542,0.003187587,0.010616307,0.013909813,0.015043975,0.010660182,0.010677081,0.009314657,0.012934345,0.016813121,0.008753335,0.006826399,0.048462476,0.03106864,0.028375352,1.058777618,0.088454583,0.004735982,0.007166286,0.018001281,0.029047885,0.070759578,0.017474416,0.122653322,0.098350477,0.043150186,0.02069568,0.020252219,0.020015375,0.051392633,0.14697371,0.024071525,0.006931958,0.004364111,0.027127265,0.03166712,0.028696055,0.012028644,0.016863808,0.030544112,0.019799726,0.012058699,0.008441483,0.017095773,0.024093465,0.02073728,0.040796116,0.016079766,0.049140406,0.012909559,0.052656584,3.01772249,2.238783423
住宅賃貸料,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
住宅賃貸料（帰属家賃）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741878496
鉄道輸送,0.000401208,0.000443692,0.00040548,0.000572178,0.000419709,0.000926864,0,0,0.001644577,0.00110086,0.000762212,0.00128489,0.000853006,0.000566773,0.000604485,0,0.001523003,0.001482755,0.000977053,0.001199056,0.000905676,0.000980662,0.002236133,0.000662877,0.001063629,0.000622117,0.000853231,0.001525895,0.002361479,0.000152128,0.000782324,0.001749782,0.001217153,0.001069935,0.001298688,0.001224807,0.001494701,0.003650446,0.000548998,0.000382467,0.000914798,0.000674024,0.000901948,0.000957838,0.001511621,0.000875315,0.001128211,0.001356511,0.002504511,0.001647341,0.002388374,0.001191761,0.001368451,0.002679725,0.001193451,0.004082224,0.001837616,0.000595633,0.000668194,0.003417368,0.000466382,0.001191669,0.001360582,0.001098036,0.001240434,0.00148526,0.000899837,0.000812496,0.000607333,0.000999045,0.005443778,0.003795884,0.001417933,0.005130608,0.000741113,0.000530854,0.000378979,1.000914267,0.001169979,0.000895631,0.001571212,0.000805709,0.003624868,0.001137642,0.001020224,0.000989309,0.001491227,0.002476721,0.000668999,0.002274544,0.001693807,0.003341495,0.002119728,0.004741975,0.001205813,0.001424475,0.0008314,0.000851168,0.002791307,0.00134554,0.001563563,0.000720985,0.000908739,0.001255197,0.001450494,0.001003385,0.001430851,0.001420364,0.001243164,0.00305705,1.152886907,0.855302005
道路輸送（自家輸送を除く。）,0.006479029,0.009467198,0.032427838,0.007390206,0.013688279,0.00761565,0,0,0.008433417,0.021246683,0.013968823,0.04091769,0.015823406,0.009132761,0.019907384,0,0.005541241,0.009555525,0.018788454,0.01618108,0.014453906,0.024003448,0.011492431,0.014822618,0.009986754,0.015710582,0.011769104,0.009208191,0.010746107,0.001944653,0.036189732,0.01065075,0.008355981,0.00942033,0.012185136,0.035782218,0.017571899,0.020944374,0.019528199,0.004419537,0.03173512,0.018113793,0.018510578,0.013976018,0.011548002,0.009713861,0.009087518,0.007463138,0.008899208,0.00877599,0.00870795,0.00810489,0.009128369,0.005721095,0.013219585,0.007415327,0.008710414,0.010833638,0.007841985,0.009452391,0.004049705,0.012165579,0.253132412,0.014802241,0.01575115,0.016180859,0.017490024,0.01367169,0.021298692,0.006910352,0.016181979,0.004857221,0.004503403,0.007764584,0.002551748,0.002449787,0.001371786,0.003049771,1.003699038,0.005923983,0.005220189,0.004620369,0.003766096,0.004073587,0.004679634,0.04421201,0.006134023,0.006261014,0.003905383,0.007975429,0.014072053,0.007658009,0.003407905,0.008311087,0.006834845,0.004829879,0.005808696,0.003767132,0.009715573,0.00396483,0.005583163,0.007291215,0.003513946,0.008341641,0.011705578,0.003589323,0.004334611,0.015797632,0.031554597,0.034450885,2.495895821,1.851651438
自家輸送,0.033700481,0.052251575,0.020961027,0.018049951,0.031625441,0.028732236,0,0,0.241540537,0.020116061,0.018295488,0.020599502,0.014469719,0.009059299,0.013825175,0,0.013835783,0.013077681,0.024485396,0.014582571,0.009749099,0.009104253,0.014382051,0.008782715,0.010414548,0.00411188,0.004065906,0.008167711,0.008215757,0.000617682,0.01515678,0.006097341,0.008634345,0.016436765,0.018906144,0.060190826,0.015170806,0.020262401,0.006645246,0.00562846,0.010199092,0.011204323,0.006777984,0.008341216,0.017429168,0.014032854,0.01130589,0.009064259,0.011723488,0.00949628,0.005375702,0.007348722,0.007979412,0.006962387,0.009069398,0.004410505,0.007938552,0.003826662,0.004948608,0.004623764,0.002898107,0.047929724,0.013067988,0.028249587,0.028071262,0.033876505,0.021764857,0.009447732,0.009088511,0.013641854,0.025200553,0.046325203,0.039412836,0.012825205,0.009086138,0.007977122,0.003276121,0.006315476,0.004191648,1.00905682,0.011872553,0.006132537,0.006658933,0.007144464,0.009382147,0.009228023,0.012953495,0.015769271,0.019819012,0.011740337,0.020308319,0.012791409,0.011865899,0.013625761,0.009162461,0.009065072,0.011732963,0.012521556,0.015707968,0.015731357,0.020137952,0.008210475,0.010859335,0.034092318,0.009096982,0.014401905,0.031033545,0.029990402,0.012954366,0.018722078,2.81642305,2.089443697
水運,0.001740525,0.002330791,0.004075627,0.000813134,0.000644329,0.001709401,0,0,0.001895172,0.001711828,0.000821512,0.003229699,0.000862865,0.0010348,0.00381223,0,0.001748304,0.00042848,0.002612025,0.00124492,0.00285913,0.001999611,0.00087485,0.003198717,0.002629004,0.001936077,0.001191192,0.0016469,0.00100318,0.004056763,0.002308895,0.001170564,0.001194412,0.000195316,0.001752695,0.00689243,0.002617068,0.004419116,0.005189326,0.001000486,0.00756838,0.004811671,0.014313179,0.001707074,0.002255638,0.001878591,0.001214649,0.000864887,0.000952435,0.000720878,0.000733053,0.000881104,0.000728191,0.000463056,0.001141709,0.000574099,0.000578449,0.001934494,0.001212072,0.001032343,0.000440229,0.001216779,0.073172807,0.001060483,0.00099105,0.001833753,0.001955048,0.005622847,0.004092482,0.000722776,0.000722389,0.000494774,0.000561503,0.000396412,0.00030533,0.000265762,9.8451E-05,0.000321725,0.002091315,0.004356286,1.08301333,0.001225845,0.00038114,0.000423874,0.000318953,0.001227645,0.000335735,0.000385315,0.000464214,0.000273458,0.000924013,0.000380622,0.000370983,0.000620312,0.000321597,0.000356881,0.000418732,0.000388933,0.000524856,0.000370474,0.000427668,0.000919811,0.000314762,0.000820652,0.000634669,0.000418387,0.000684492,0.000715315,0.002274242,0.000914481,1.325990915,0.983724146
航空輸送,0.000226065,0.000237185,0.000202765,0.000759382,0.000233831,0.000339734,0,0,0.000714012,0.000485165,0.000390423,0.000221716,0.000354864,0.000262542,0.000284427,0,0.00022674,0.001234975,0.00043052,0.000886187,0.000394808,0.000564201,0.000858455,0.000319083,0.000379929,0.000160677,0.000166223,0.000237293,0.001503242,5.07151E-05,0.000329263,0.000586646,0.000896896,0.001291038,0.000555293,0.000581822,0.000512771,0.00055211,0.000180868,0.000167931,0.000418802,0.000384068,0.000162336,0.000352694,0.000609025,0.000511452,0.000718576,0.000926331,0.000834927,0.000531499,0.000622371,0.000659439,0.000673659,0.001333174,0.000538163,0.000704548,0.000519126,0.000306002,0.000435835,0.000352288,0.000245926,0.000490241,0.000217334,0.000361346,0.000476896,0.00047116,0.000374765,0.000302554,0.000240433,0.000550128,0.001754312,0.002398995,0.000737864,0.000708865,0.000323165,0.000241348,7.20022E-05,0.00023269,0.000305173,0.000359814,0.000439744,1.002194108,0.001210738,0.000400834,0.000466108,0.00718913,0.00092631,0.002539466,0.001930792,0.001326556,0.006422541,0.000668566,0.001277038,0.002092249,0.000562907,0.000321908,0.000313657,0.000279541,0.001751858,0.00084801,0.002365824,0.000361506,0.001353997,0.000660654,0.000487736,0.000661421,0.001213089,0.00075636,0.000608779,0.002943173,1.08481372,0.804799971
貨物利用運送,2.54595E-06,3.60881E-06,1.06441E-05,2.50934E-06,1.55678E-06,3.60639E-06,0,0,2.30503E-06,6.70453E-06,7.56389E-06,1.43268E-05,5.5519E-06,2.54007E-06,6.87001E-06,0,5.12078E-07,2.57703E-06,4.87427E-06,4.61375E-06,4.61015E-06,7.68221E-06,5.23651E-06,4.52402E-06,3.3271E-06,6.98294E-06,5.68291E-06,3.47145E-06,3.40789E-06,2.47455E-06,1.08289E-05,2.45608E-06,2.25074E-06,4.68786E-07,3.79802E-06,1.36688E-05,4.52055E-06,7.62505E-06,2.59862E-06,9.18196E-07,9.25785E-06,5.30296E-06,2.68507E-06,3.45815E-06,3.24836E-06,2.71909E-06,2.59071E-06,1.89081E-06,2.45749E-06,2.1843E-06,2.30767E-06,2.07982E-06,3.62188E-06,1.86491E-06,3.56585E-06,2.16636E-06,2.11243E-06,3.44069E-06,2.28386E-06,1.43607E-06,1.30234E-06,3.56021E-06,6.38887E-06,4.01006E-06,4.20158E-06,4.43757E-06,5.02022E-06,5.24357E-06,6.86493E-06,1.72053E-06,1.07611E-06,8.13768E-07,1.16621E-06,9.3848E-07,6.61514E-07,7.77957E-07,3.05173E-07,1.05049E-05,3.22291E-06,2.99836E-06,2.32528E-06,2.70898E-06,1.000011517,1.17327E-06,9.98779E-07,2.69019E-05,9.53476E-07,1.23028E-06,1.20915E-06,8.63509E-07,4.872E-06,9.94512E-07,8.11234E-07,1.78014E-06,2.31185E-06,1.58221E-06,1.72788E-06,1.23502E-06,1.77143E-06,8.50935E-07,3.47045E-06,2.35848E-06,9.20004E-07,2.67058E-06,3.94432E-06,1.04927E-06,1.1074E-06,1.30119E-06,1.08008E-05,1.02566E-05,1.000411032,0.742183432
倉庫,0.00109399,0.00209916,0.005501512,0.001404358,0.000759978,0.001937683,0,0,0.000690815,0.003396656,0.004822591,0.010828945,0.002895698,0.001724785,0.019322653,0,0.000450318,0.001740238,0.002083489,0.001803038,0.003334404,0.003930913,0.002089545,0.004836738,0.002280172,0.001533074,0.001328473,0.000829855,0.001491796,0.005095442,0.003889666,0.001951724,0.001514739,0.00209079,0.003031233,0.004016192,0.003956131,0.004398343,0.002495074,0.000714013,0.00467396,0.002648575,0.004843483,0.004686501,0.001919662,0.001814094,0.00139871,0.001134722,0.001432953,0.001408305,0.001396942,0.001454264,0.001555867,0.00122227,0.00287221,0.001416053,0.001365429,0.00127943,0.001118917,0.001281906,0.000553308,0.001912449,0.022951255,0.001238556,0.001292218,0.001570463,0.00161905,0.00858778,0.014719624,0.000789315,0.000448791,0.000323105,0.000653248,0.000383574,0.000377006,0.000378104,9.99086E-05,0.00048494,0.000295095,0.001038563,0.000468692,0.001003404,0.000476765,1.000647446,0.000482302,0.000242226,0.000491294,0.000812416,0.000720193,0.000492891,0.002093309,0.0051205,0.000447476,0.000914213,0.000634257,0.000681832,0.000804789,0.000561203,0.000738141,0.000326606,0.000769731,0.000882564,0.000371685,0.001334406,0.001961,0.000469076,0.000536344,0.000565695,0.003664258,0.001622965,1.248342506,0.926118461
