"Fishery","Country","Species","Scientific.x","Time","N","phi_lower","phi_expected","phi_upper","g_lower","g_expected","g_upper","K_lower","K_expected","K_upper","b0_lower","b0_expected","b0_upper","f0_total_lower","f0_total_expected","f0_total_upper","theta_domestic","theta_legal1_lower","theta_legal1_expected","theta_legal1_upper","theta_legal2_lower","theta_legal2_expected","theta_legal2_upper","p1_lower","p1_expected","p1_upper","p2_lower","p2_expected","p2_upper","beta_lower","beta_expected","beta_upper","c1_lower","c1_expected","c1_upper","c2_lower","c2_expected","c2_upper","disc_lower","disc_expected","disc_upper","gamma_p1","gamma_p2","gamma_c1","gamma_c2","lambda","split"
"Southern bluefin tuna single_stock","Japan","Southern bluefin tuna","Thunnus maccoyii",50,1,0.188,0.188,0.188,0.0411624155087352,0.0411624155087352,0.0411624155087352,127940.873102482,127940.873102482,127940.873102482,0.644029321485602,0.644029321485602,0.644029321485602,3.21005419903476,3.21005419903476,3.21005419903476,0.6,1,1,1,0,0,0,15417.7420311931,19170.5835804577,24763.0913421643,15417.7420311931,19170.5835804577,24763.0913421643,1,1.3,1.5,394511875.347938,1099229452.12236,2431459424.25434,394511875.347938,1099229452.12236,2431459424.25434,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Striped marlin single_stock","Japan","Striped marlin","Tetrapturus audax",50,1,0.188,0.188,0.188,0.0298763334755998,0.0298763334755998,0.0298763334755998,420324.094907901,420324.094907901,420324.094907901,0.388467462037968,0.388467462037968,0.388467462037968,1.08657784965743,1.08657784965743,1.08657784965743,0.6,1,1,1,0,0,0,4688.62689496194,5620.67906907218,6857.83731928314,4688.62689496194,5620.67906907218,6857.83731928314,1,1.3,1.5,394148571.197144,1165651839.96533,2596636149.25016,394148571.197144,1165651839.96533,2596636149.25016,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Swimming crabs, etc. nei single_stock","Japan","Swimming crabs, etc. nei","Portunidae",50,1,0.188,0.188,0.188,0.0419947513884498,0.0419947513884498,0.0419947513884498,161667.91130558,161667.91130558,161667.91130558,0.817092165612937,0.817092165612937,0.817092165612937,0.951683682760591,0.951683682760591,0.951683682760591,1,1,1,1,0,0,0,9094.7690048502,10075.1756625489,11182.5224695474,9094.7690048502,10075.1756625489,11182.5224695474,1,1.3,1.5,294066461.764173,725624466.798198,1373628783.35048,294066461.764173,725624466.798198,1373628783.35048,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Swordfish single_stock","Japan","Swordfish","Xiphias gladius",50,1,0.188,0.188,0.188,0.0387032057975891,0.0387032057975891,0.0387032057975891,514531.231260557,514531.231260557,514531.231260557,0.541970419915658,0.541970419915658,0.541970419915658,1.92836831407273,1.92836831407273,1.92836831407273,0.6,1,1,1,0,0,0,6069.76167940043,7212.65463032655,8744.77714415448,6069.76167940043,7212.65463032655,8744.77714415448,1,1.3,1.5,624616390.072011,1694247151.55149,3561150273.39343,624616390.072011,1694247151.55149,3561150273.39343,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Tilefishes nei single_stock","Japan","Tilefishes nei","Branchiostegidae",50,1,0.188,0.188,0.188,0.0393856958399506,0.0393856958399506,0.0393856958399506,70652.1082885519,70652.1082885519,70652.1082885519,0.958887985208321,0.958887985208321,0.958887985208321,1.06271612665279,1.06271612665279,1.06271612665279,1,1,1,1,0,0,0,16966.357064582,18402.6371933301,21644.9644265839,16966.357064582,18402.6371933301,21644.9644265839,1,1.3,1.5,239741779.317816,590469679.030728,1199819798.01373,239741779.317816,590469679.030728,1199819798.01373,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Trouts nei single_stock","Japan","Trouts nei","Salmo spp",50,1,0.188,0.188,0.188,0.036945921660167,0.036945921660167,0.036945921660167,1060431.15817357,1060431.15817357,1060431.15817357,0.719523271447585,0.719523271447585,0.719523271447585,0.363294763550511,0.363294763550511,0.363294763550511,0.6,1,1,1,0,0,0,8394.34971379584,11075.1430148863,15288.9585056111,8394.34971379584,11075.1430148863,15288.9585056111,1,1.3,1.5,1780325997.82289,5436956264.25263,13133498001.1693,1780325997.82289,5436956264.25263,13133498001.1693,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Turbans nei single_stock","Japan","Turbans nei","Turbo spp",50,1,0.188,0.188,0.188,0.0442314746863402,0.0442314746863402,0.0442314746863402,351335.995894851,351335.995894851,351335.995894851,1.11688985345455,1.11688985345455,1.11688985345455,0.87837672833206,0.87837672833206,0.87837672833206,1,1,1,1,0,0,0,6220.27731043269,7269.81036807928,8701.53407925291,6220.27731043269,7269.81036807928,8701.53407925291,1,1.3,1.5,437081464.720604,1120263721.93357,2263372559.08623,437081464.720604,1120263721.93357,2263372559.08623,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Whitebait smelt single_stock","Japan","Whitebait smelt","Allosmerus elongatus",50,1,0.188,0.188,0.188,0.042608380319545,0.042608380319545,0.042608380319545,3186878.0937212,3186878.0937212,3186878.0937212,1.4285906748798,1.4285906748798,1.4285906748798,0.834677673239336,0.834677673239336,0.834677673239336,1,1,1,1,0,0,0,3262.17269978221,4495.72645893814,5602.04618004158,3262.17269978221,4495.72645893814,5602.04618004158,1,1.3,1.5,2079229342.97425,6354930277.68455,13466908384.3707,2079229342.97425,6354930277.68455,13466908384.3707,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Yellowfin tuna single_stock","Japan","Yellowfin tuna","Thunnus albacares",50,1,0.188,0.188,0.188,0.041778280088065,0.041778280088065,0.041778280088065,3966346.15826331,3966346.15826331,3966346.15826331,1.0182263064093,1.0182263064093,1.0182263064093,0.987002851112012,0.987002851112012,0.987002851112012,0.6,1,1,1,0,0,0,4417.28603738806,5415.72297727828,6825.13455725413,4417.28603738806,5415.72297727828,6825.13455725413,1,1.3,1.5,3504097100.86886,9584199746.07985,20621955070.8135,3504097100.86886,9584199746.07985,20621955070.8135,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
"Yesso scallop single_stock","Japan","Yesso scallop","Patinopecten yessoensis",50,1,0.188,0.188,0.188,0.0398907694863409,0.0398907694863409,0.0398907694863409,10749415.215656,10749415.215656,10749415.215656,0.597310031281319,0.597310031281319,0.597310031281319,2.2828941838287,2.2828941838287,2.2828941838287,1,1,1,1,0,0,0,1548.35768203351,4502.41818808143,5990.84660805826,1548.35768203351,4502.41818808143,5990.84660805826,1,1.3,1.5,3328787925.30578,21895905630.4052,50204207339.4542,3328787925.30578,21895905630.4052,50204207339.4542,0.01,0.02,0.03,1.3,1.3,0.77,0.77,0.1,1
