"X","IdOrig","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","Res1","year","catch","BvBmsy","LogBvBmsy","YearsBack","ScaledCatch","ScaledCatch1Back","ScaledCatch2Back","ScaledCatch3Back","ScaledCatch4Back","MaxCatch","TimeToMaxCatch","InitialScaledCatchSlope","MeanScaledCatch","CatchToRollingMax","MaxLength","AgeMat","VonBertK","Temp","b_to_k_ratio","regression_LogBvBmsy","BvBmsySD","model","model_number","model_worked","res","Value","id","MSY","phi","r","k","MSYLogSd","gLogSd","KLogSd","CatchMSYBvBmsy","CatchMSYBvBmsy_LogSd","FvFmsy","Biomass","BMSY","B_over_K"
161,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1968,73048,1.44871406068403,0.388277778789026,48,0.57365324244679,0.769450656028334,0.834450764008458,1,0.90154764966536,127338.25,2,-0.0781855188276669,0.552676970739199,0.57365324244679,140,5.25,0.19594595,15.1,0.4,0.388277778789026,0.0818875026585755,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.44871406068403,0.219650907135746,1.087894683111,1716119.35980174,1184581.14432288,0.579460563050948
162,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1969,79339,1.42218045125974,0.372646481588252,47,0.623057093999643,0.57365324244679,0.769450656028334,0.834450764008458,1,127338.25,2,-0.0781855188276669,0.552676970739199,0.623057093999643,140,5.25,0.19594595,15.1,0.4,0.372646481588252,0.0814219171488853,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.42218045125974,0.219650907135746,1.20363059152788,1684688.14638689,1184581.14432288,0.56884757828464
163,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1970,65849,1.39613656034283,0.245984450563456,46,0.51711877617291,0.623057093999643,0.57365324244679,0.769450656028334,0.834450764008458,127338.25,2,-0.0781855188276669,0.552676970739199,0.51711877617291,140,5.25,0.19594595,15.1,0.4,0.245984450563456,0.0779645988954515,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.39613656034283,0.219650907135746,1.01761261868165,1653837.04428191,1184581.14432288,0.558430472449672
164,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1971,89938,1.36512058499809,0.442663622483575,45,0.706292099977815,0.51711877617291,0.623057093999643,0.57365324244679,0.769450656028334,127338.25,2,-0.0781855188276669,0.552676970739199,0.706292099977815,140,5.25,0.19594595,15.1,0.4,0.442663622483575,0.0803475736388405,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.36512058499809,0.219650907135746,1.42145596348371,1617096.10471576,1184581.14432288,0.546024618855383
165,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1972,95022,1.32546140074417,0.535099135336425,44,0.746217259935644,0.706292099977815,0.51711877617291,0.623057093999643,0.57365324244679,127338.25,2,-0.0781855188276669,0.552676970739199,0.746217259935644,140,5.25,0.19594595,15.1,0.4,0.535099135336425,0.0766714836952311,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.32546140074417,0.219650907135746,1.54674343650008,1570116.58284934,1184581.14432288,0.530161631215802
166,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1973,95042,1.28199242031406,0.534263473559312,43,0.746374321933904,0.746217259935644,0.706292099977815,0.51711877617291,0.623057093999643,127338.25,2,-0.0781855188276669,0.552676970739199,0.746374321933904,140,5.25,0.19594595,15.1,0.4,0.534263473559312,0.0758611486590605,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.28199242031406,0.219650907135746,1.59952601885232,1518624.04826888,1184581.14432288,0.512774791011191
167,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1974,95295,1.23906334292482,0.548440928803951,42,0.7483611562119,0.746374321933904,0.746217259935644,0.706292099977815,0.51711877617291,127338.25,2,-0.0781855188276669,0.552676970739199,0.7483611562119,140,5.25,0.19594595,15.1,0.4,0.548440928803951,0.0748560266913542,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.23906334292482,0.219650907135746,1.65934925737255,1467771.07265042,1184581.14432288,0.495603902683181
168,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1975,68075,1.19660182379665,0.259299997493196,41,0.534599776579307,0.7483611562119,0.746374321933904,0.746217259935644,0.706292099977815,127338.25,2,-0.0781855188276669,0.552676970739199,0.534599776579307,140,5.25,0.19594595,15.1,0.4,0.259299997493196,0.0748144039852968,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.19660182379665,0.219650907135746,1.22743693981196,1417471.95773188,1184581.14432288,0.478620029571331
169,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1976,105672,1.15429951905141,0.555060352618218,40,0.829852774009381,0.534599776579307,0.7483611562119,0.746374321933904,0.746217259935644,127338.25,2,-0.0781855188276669,0.552676970739199,0.829852774009381,140,5.25,0.19594595,15.1,0.4,0.555060352618218,0.0834591193986277,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.15429951905141,0.219650907135746,1.97516150206614,1367361.44516926,1184581.14432288,0.461699839458414
170,"Japan-4","Albacore single_stock","Thunnus alalunga","Albacore",36,"Tunas, bonitos, billfishes","Medium",1977,52977,1.13591144749319,0.0900988116941577,39,0.416033674092427,0.829852774009381,0.534599776579307,0.7483611562119,0.746374321933904,127338.25,2,-0.0781855188276669,0.552676970739199,0.416033674092427,140,5.25,0.19594595,15.1,0.4,0.0900988116941577,0.095812267911079,"M1",1,TRUE,"Medium",1,"Japan-4",46348.8326399577,0.188005801001991,0.039125076739136,2961580.94136055,0.0859834720077908,0.284537296744449,0.199330341654853,1.13591144749319,0.219650907135746,1.00624580928433,1345579.28232094,1184581.14432288,0.454344928929339
